invoice_line_id,invoice_no,invoice_date,customer_id,is_cancelled,invoice_total,stock_code,quantity,line_unit_price,line_total
135,536557,2010-12-01 14:41:00,17841,False,537.38,20616,2,2.1,4.2
136,536557,2010-12-01 14:41:00,17841,False,537.38,22451,3,3.35,10.05
137,536557,2010-12-01 14:41:00,17841,False,537.38,22114,1,3.95,3.95
138,536557,2010-12-01 14:41:00,17841,False,537.38,22753,9,0.85,7.6499999999999995
139,536557,2010-12-01 14:41:00,17841,False,537.38,79066K,1,0.85,0.85
140,536557,2010-12-01 14:41:00,17841,False,537.38,22794,1,7.95,7.95
141,536557,2010-12-01 14:41:00,17841,False,537.38,22592,1,3.75,3.75
142,536557,2010-12-01 14:41:00,17841,False,537.38,84352,1,16.95,16.95
143,536557,2010-12-01 14:41:00,17841,False,537.38,79321,24,4.25,102.0
144,536557,2010-12-01 14:41:00,17841,False,537.38,22694,2,2.1,4.2
145,536557,2010-12-01 14:41:00,17841,False,537.38,21098,2,1.25,2.5
146,536557,2010-12-01 14:41:00,17841,False,537.38,22470,2,2.95,5.9
147,536557,2010-12-01 14:41:00,17841,False,537.38,22795,2,6.75,13.5
148,536557,2010-12-01 14:41:00,17841,False,537.38,20963,1,1.25,1.25
149,536557,2010-12-01 14:41:00,17841,False,537.38,22278,1,4.95,4.95
150,536561,2010-12-01 15:06:00,12921,False,322.40000000000003,22318,6,2.95,17.700000000000003
151,536561,2010-12-01 15:06:00,12921,False,322.40000000000003,22551,12,1.65,19.799999999999997
152,536561,2010-12-01 15:06:00,12921,False,322.40000000000003,22748,6,2.1,12.600000000000001
153,536561,2010-12-01 15:06:00,12921,False,322.40000000000003,22745,6,2.1,12.600000000000001
154,536561,2010-12-01 15:06:00,12921,False,322.40000000000003,21731,12,1.65,19.799999999999997
155,536561,2010-12-01 15:06:00,12921,False,322.40000000000003,22466,12,1.95,23.4
156,536561,2010-12-01 15:06:00,12921,False,322.40000000000003,20972,12,1.25,15.0
157,536561,2010-12-01 15:06:00,12921,False,322.40000000000003,22274,6,2.95,17.700000000000003
158,536561,2010-12-01 15:06:00,12921,False,322.40000000000003,22750,4,3.75,15.0
159,536561,2010-12-01 15:06:00,12921,False,322.40000000000003,22780,8,4.25,34.0
160,536561,2010-12-01 15:06:00,12921,False,322.40000000000003,22779,8,4.25,34.0
161,536561,2010-12-01 15:06:00,12921,False,322.40000000000003,22866,12,2.1,25.200000000000003
162,536561,2010-12-01 15:06:00,12921,False,322.40000000000003,22867,12,2.1,25.200000000000003
163,536561,2010-12-01 15:06:00,12921,False,322.40000000000003,22865,12,2.1,25.200000000000003
164,536561,2010-12-01 15:06:00,12921,False,322.40000000000003,22632,12,2.1,25.200000000000003
165,536575,2010-12-01 16:01:00,13777,False,1552.98,21864,72,1.69,121.67999999999999
166,536575,2010-12-01 16:01:00,13777,False,1552.98,21107,72,2.55,183.6
167,536575,2010-12-01 16:01:00,13777,False,1552.98,21232,144,1.25,180.0
168,536575,2010-12-01 16:01:00,13777,False,1552.98,84050,72,1.25,90.0
169,536575,2010-12-01 16:01:00,13777,False,1552.98,85099B,70,1.65,115.5
170,536575,2010-12-01 16:01:00,13777,False,1552.98,85123A,128,2.55,326.4
171,536575,2010-12-01 16:01:00,13777,False,1552.98,15056P,48,4.6,220.79999999999998
172,536575,2010-12-01 16:01:00,13777,False,1552.98,22095,252,1.25,315.0
173,536576,2010-12-01 16:11:00,13777,False,2558.42,22041,144,2.1,302.40000000000003
174,536576,2010-12-01 16:11:00,13777,False,2558.42,85174,16,4.25,68.0
175,536576,2010-12-01 16:11:00,13777,False,2558.42,84050,96,1.25,120.0
176,536576,2010-12-01 16:11:00,13777,False,2558.42,84029E,96,2.95,283.20000000000005
177,536576,2010-12-01 16:11:00,13777,False,2558.42,82615,36,2.55,91.8
178,536576,2010-12-01 16:11:00,13777,False,2558.42,21156,12,1.65,19.799999999999997
179,536576,2010-12-01 16:11:00,13777,False,2558.42,20727,60,1.45,87.0
180,536576,2010-12-01 16:11:00,13777,False,2558.42,35004C,120,4.65,558.0
181,536576,2010-12-01 16:11:00,13777,False,2558.42,85099B,30,1.65,49.5
182,536576,2010-12-01 16:11:00,13777,False,2558.42,85123A,128,2.55,326.4
183,536576,2010-12-01 16:11:00,13777,False,2558.42,22095,72,1.25,90.0
184,536576,2010-12-01 16:11:00,13777,False,2558.42,85038,72,1.69,121.67999999999999
185,536576,2010-12-01 16:11:00,13777,False,2558.42,15056N,36,4.25,153.0
186,536576,2010-12-01 16:11:00,13777,False,2558.42,20971,144,1.06,152.64000000000001
187,536576,2010-12-01 16:11:00,13777,False,2558.42,21354,12,1.05,12.600000000000001
188,536576,2010-12-01 16:11:00,13777,False,2558.42,21107,48,2.55,122.39999999999999
189,536577,2010-12-01 16:13:00,13777,False,497.0,20725,60,1.45,87.0
190,536577,2010-12-01 16:13:00,13777,False,497.0,21232,144,1.25,180.0
191,536577,2010-12-01 16:13:00,13777,False,497.0,22646,144,1.25,180.0
192,536577,2010-12-01 16:13:00,13777,False,497.0,22147,40,1.25,50.0
193,536579,2010-12-01 16:16:00,13777,False,315.96000000000004,21232,216,1.06,228.96
194,536579,2010-12-01 16:16:00,13777,False,315.96000000000004,20727,60,1.45,87.0
195,536581,2010-12-01 16:19:00,13777,False,330.0,85099B,200,1.65,330.0
196,536583,2010-12-01 16:21:00,13777,False,198.0,21156,120,1.65,198.0
197,536584,2010-12-01 16:22:00,13777,False,1132.8000000000002,84029E,384,2.95,1132.8000000000002
198,536586,2010-12-01 16:25:00,18229,False,344.2,22846,8,14.95,119.6
199,536586,2010-12-01 16:25:00,18229,False,344.2,22848,8,14.95,119.6
200,536586,2010-12-01 16:25:00,18229,False,344.2,22726,8,3.75,30.0
201,536586,2010-12-01 16:25:00,18229,False,344.2,22728,8,3.75,30.0
202,536586,2010-12-01 16:25:00,18229,False,344.2,22725,4,3.75,15.0
203,536586,2010-12-01 16:25:00,18229,False,344.2,22729,4,3.75,15.0
204,536586,2010-12-01 16:25:00,18229,False,344.2,22730,4,3.75,15.0
205,536588,2010-12-01 16:49:00,17069,False,277.05,22960,6,4.25,25.5
206,536588,2010-12-01 16:49:00,17069,False,277.05,22961,12,1.45,17.4
207,536588,2010-12-01 16:49:00,17069,False,277.05,22962,12,0.85,10.2
208,536588,2010-12-01 16:49:00,17069,False,277.05,22963,12,0.85,10.2
209,536588,2010-12-01 16:49:00,17069,False,277.05,21777,1,7.95,7.95
210,536588,2010-12-01 16:49:00,17069,False,277.05,22666,12,2.95,35.400000000000006
211,536588,2010-12-01 16:49:00,17069,False,277.05,22667,12,2.95,35.400000000000006
212,536588,2010-12-01 16:49:00,17069,False,277.05,84997A,6,3.75,22.5
213,536588,2010-12-01 16:49:00,17069,False,277.05,84997B,6,3.75,22.5
214,536588,2010-12-01 16:49:00,17069,False,277.05,84997C,12,3.75,45.0
215,536588,2010-12-01 16:49:00,17069,False,277.05,84997D,12,3.75,45.0
216,536591,2010-12-01 16:57:00,14606,False,198.32,21427,1,2.1,2.1
217,536591,2010-12-01 16:57:00,14606,False,198.32,22135,1,0.42,0.42
218,536591,2010-12-01 16:57:00,14606,False,198.32,90214M,1,1.25,1.25
219,536591,2010-12-01 16:57:00,14606,False,198.32,90214V,1,1.25,1.25
220,536591,2010-12-01 16:57:00,14606,False,198.32,90214S,1,1.25,1.25
221,536591,2010-12-01 16:57:00,14606,False,198.32,90214J,2,1.25,2.5
222,536591,2010-12-01 16:57:00,14606,False,198.32,22386,1,1.95,1.95
223,536591,2010-12-01 16:57:00,14606,False,198.32,22378,1,2.1,2.1
224,536591,2010-12-01 16:57:00,14606,False,198.32,20750,1,7.95,7.95
225,536591,2010-12-01 16:57:00,14606,False,198.32,21888,1,3.75,3.75
226,536591,2010-12-01 16:57:00,14606,False,198.32,22321,1,0.85,0.85
227,536591,2010-12-01 16:57:00,14606,False,198.32,21789,1,0.85,0.85
228,536591,2010-12-01 16:57:00,14606,False,198.32,21238,1,0.85,0.85
229,536591,2010-12-01 16:57:00,14606,False,198.32,21629,1,7.95,7.95
230,536591,2010-12-01 16:57:00,14606,False,198.32,22379,1,2.1,2.1
231,536591,2010-12-01 16:57:00,14606,False,198.32,72807C,2,4.25,8.5
232,536591,2010-12-01 16:57:00,14606,False,198.32,22497,1,4.25,4.25
233,536591,2010-12-01 16:57:00,14606,False,198.32,21850,1,4.95,4.95
234,536591,2010-12-01 16:57:00,14606,False,198.32,20978,2,1.25,2.5
235,536591,2010-12-01 16:57:00,14606,False,198.32,20768,1,2.55,2.55
236,536591,2010-12-01 16:57:00,14606,False,198.32,22081,1,1.65,1.65
237,536591,2010-12-01 16:57:00,14606,False,198.32,20780,1,5.49,5.49
238,536591,2010-12-01 16:57:00,14606,False,198.32,51014C,12,0.85,10.2
239,536591,2010-12-01 16:57:00,14606,False,198.32,21398,1,2.1,2.1
240,536591,2010-12-01 16:57:00,14606,False,198.32,22476,2,4.95,9.9
241,536591,2010-12-01 16:57:00,14606,False,198.32,21643,3,1.25,3.75
242,536591,2010-12-01 16:57:00,14606,False,198.32,72741,27,1.45,39.15
243,536591,2010-12-01 16:57:00,14606,False,198.32,21620,1,3.75,3.75
244,536591,2010-12-01 16:57:00,14606,False,198.32,37449,1,9.95,9.95
245,536591,2010-12-01 16:57:00,14606,False,198.32,22260,5,0.85,4.25
246,536591,2010-12-01 16:57:00,14606,False,198.32,22136,1,1.65,1.65
247,536591,2010-12-01 16:57:00,14606,False,198.32,47591B,1,1.65,1.65
248,536591,2010-12-01 16:57:00,14606,False,198.32,21041,1,2.95,2.95
249,536591,2010-12-01 16:57:00,14606,False,198.32,21035,1,2.95,2.95
250,536591,2010-12-01 16:57:00,14606,False,198.32,85064,2,5.45,10.9
251,536591,2010-12-01 16:57:00,14606,False,198.32,22121,2,5.95,11.9
252,536591,2010-12-01 16:57:00,14606,False,198.32,21488,1,3.95,3.95
253,536591,2010-12-01 16:57:00,14606,False,198.32,21484,2,3.45,6.9
254,536591,2010-12-01 16:57:00,14606,False,198.32,22357,1,4.25,4.25
255,536591,2010-12-01 16:57:00,14606,False,198.32,21985,4,0.29,1.16
256,536599,2010-12-02 07:49:00,15694,False,306.4,22968,8,8.5,68.0
257,536599,2010-12-02 07:49:00,15694,False,306.4,22727,4,3.75,15.0
258,536599,2010-12-02 07:49:00,15694,False,306.4,22726,12,3.75,45.0
259,536599,2010-12-02 07:49:00,15694,False,306.4,84945,36,0.85,30.599999999999998
260,536599,2010-12-02 07:49:00,15694,False,306.4,20749,12,6.35,76.19999999999999
261,536599,2010-12-02 07:49:00,15694,False,306.4,21056,8,8.95,71.6
262,536618,2010-12-02 10:17:00,17017,False,780.12,20975,24,0.65,15.600000000000001
263,536618,2010-12-02 10:17:00,17017,False,780.12,21592,24,1.25,30.0
264,536618,2010-12-02 10:17:00,17017,False,780.12,22551,24,1.65,39.599999999999994
265,536618,2010-12-02 10:17:00,17017,False,780.12,22555,24,1.65,39.599999999999994
266,536618,2010-12-02 10:17:00,17017,False,780.12,22556,24,1.65,39.599999999999994
267,536618,2010-12-02 10:17:00,17017,False,780.12,22197,48,0.85,40.8
268,536618,2010-12-02 10:17:00,17017,False,780.12,22198,24,1.65,39.599999999999994
269,536618,2010-12-02 10:17:00,17017,False,780.12,22418,24,0.85,20.4
270,536618,2010-12-02 10:17:00,17017,False,780.12,21791,24,1.25,30.0
271,536618,2010-12-02 10:17:00,17017,False,780.12,21914,36,1.25,45.0
272,536618,2010-12-02 10:17:00,17017,False,780.12,21915,24,1.25,30.0
273,536618,2010-12-02 10:17:00,17017,False,780.12,22440,40,0.42,16.8
274,536618,2010-12-02 10:17:00,17017,False,780.12,22434,16,1.95,31.2
275,536618,2010-12-02 10:17:00,17017,False,780.12,22466,24,1.95,46.8
276,536618,2010-12-02 10:17:00,17017,False,780.12,22564,12,1.25,15.0
277,536618,2010-12-02 10:17:00,17017,False,780.12,84077,48,0.29,13.919999999999998
278,536618,2010-12-02 10:17:00,17017,False,780.12,84375,12,2.1,25.200000000000003
279,536618,2010-12-02 10:17:00,17017,False,780.12,22909,36,0.85,30.599999999999998
280,536618,2010-12-02 10:17:00,17017,False,780.12,22910,40,2.55,102.0
281,536618,2010-12-02 10:17:00,17017,False,780.12,22943,24,4.25,102.0
282,536618,2010-12-02 10:17:00,17017,False,780.12,22952,48,0.55,26.400000000000002
283,536619,2010-12-02 10:18:00,17017,False,97.2,22960,12,3.75,45.0
284,536619,2010-12-02 10:18:00,17017,False,97.2,22961,36,1.45,52.199999999999996
285,536622,2010-12-02 10:37:00,12471,True,-17.0,22752,-2,8.5,-17.0
286,536623,2010-12-02 10:39:00,15601,False,768.38,21355,24,1.25,30.0
287,536623,2010-12-02 10:39:00,15601,False,768.38,21756,6,5.95,35.7
288,536623,2010-12-02 10:39:00,15601,False,768.38,21518,12,0.42,5.04
289,536623,2010-12-02 10:39:00,15601,False,768.38,21520,12,0.42,5.04
290,536623,2010-12-02 10:39:00,15601,False,768.38,21506,12,0.42,5.04
291,536623,2010-12-02 10:39:00,15601,False,768.38,22023,12,0.42,5.04
292,536623,2010-12-02 10:39:00,15601,False,768.38,21519,12,0.42,5.04
293,536623,2010-12-02 10:39:00,15601,False,768.38,22037,12,0.42,5.04
294,536623,2010-12-02 10:39:00,15601,False,768.38,22029,12,0.42,5.04
295,536623,2010-12-02 10:39:00,15601,False,768.38,22030,12,0.42,5.04
296,536623,2010-12-02 10:39:00,15601,False,768.38,22027,12,0.42,5.04
297,536623,2010-12-02 10:39:00,15601,False,768.38,22983,24,0.42,10.08
298,536623,2010-12-02 10:39:00,15601,False,768.38,22718,24,0.42,10.08
299,536623,2010-12-02 10:39:00,15601,False,768.38,22717,12,0.42,5.04
300,536623,2010-12-02 10:39:00,15601,False,768.38,22712,24,0.42,10.08
301,536623,2010-12-02 10:39:00,15601,False,768.38,22028,12,0.42,5.04
302,536623,2010-12-02 10:39:00,15601,False,768.38,22815,24,0.42,10.08
303,536623,2010-12-02 10:39:00,15601,False,768.38,72818,24,0.85,20.4
304,536623,2010-12-02 10:39:00,15601,False,768.38,22697,12,2.95,35.400000000000006
305,536623,2010-12-02 10:39:00,15601,False,768.38,21670,12,1.25,15.0
306,536623,2010-12-02 10:39:00,15601,False,768.38,21669,12,1.25,15.0
307,536623,2010-12-02 10:39:00,15601,False,768.38,21671,12,1.25,15.0
308,536623,2010-12-02 10:39:00,15601,False,768.38,21673,12,1.25,15.0
309,536623,2010-12-02 10:39:00,15601,False,768.38,21672,12,1.25,15.0
310,536623,2010-12-02 10:39:00,15601,False,768.38,22771,12,1.25,15.0
311,536623,2010-12-02 10:39:00,15601,False,768.38,22775,12,1.25,15.0
312,536623,2010-12-02 10:39:00,15601,False,768.38,22772,12,1.25,15.0
313,536623,2010-12-02 10:39:00,15601,False,768.38,22774,12,1.25,15.0
314,536623,2010-12-02 10:39:00,15601,False,768.38,48185,4,7.95,31.8
315,536623,2010-12-02 10:39:00,15601,False,768.38,48187,4,7.95,31.8
316,536623,2010-12-02 10:39:00,15601,False,768.38,82494L,12,2.95,35.400000000000006
317,536623,2010-12-02 10:39:00,15601,False,768.38,22245,24,0.85,20.4
318,536623,2010-12-02 10:39:00,15601,False,768.38,84755,32,0.65,20.8
319,536623,2010-12-02 10:39:00,15601,False,768.38,22460,24,1.25,30.0
320,536623,2010-12-02 10:39:00,15601,False,768.38,84970L,24,0.95,22.799999999999997
321,536623,2010-12-02 10:39:00,15601,False,768.38,22432,6,1.95,11.7
322,536623,2010-12-02 10:39:00,15601,False,768.38,22433,6,1.95,11.7
323,536623,2010-12-02 10:39:00,15601,False,768.38,22431,6,1.95,11.7
324,536623,2010-12-02 10:39:00,15601,False,768.38,84674,6,2.95,17.700000000000003
325,536623,2010-12-02 10:39:00,15601,False,768.38,82486,4,7.95,31.8
326,536623,2010-12-02 10:39:00,15601,False,768.38,82483,4,5.95,23.8
327,536623,2010-12-02 10:39:00,15601,False,768.38,21068,12,1.25,15.0
328,536623,2010-12-02 10:39:00,15601,False,768.38,21069,12,1.25,15.0
329,536623,2010-12-02 10:39:00,15601,False,768.38,21070,12,1.25,15.0
330,536623,2010-12-02 10:39:00,15601,False,768.38,22972,12,1.65,19.799999999999997
331,536623,2010-12-02 10:39:00,15601,False,768.38,22974,12,1.65,19.799999999999997
332,536623,2010-12-02 10:39:00,15601,False,768.38,22419,36,0.42,15.12
333,536623,2010-12-02 10:39:00,15601,False,768.38,21071,12,1.25,15.0
334,536641,2010-12-02 11:46:00,12748,False,4.25,22187,1,4.25,4.25
335,536673,2010-12-02 12:11:00,14060,False,339.84,21014,60,0.85,51.0
336,536673,2010-12-02 12:11:00,14060,False,339.84,21803,36,0.42,15.12
337,536673,2010-12-02 12:11:00,14060,False,339.84,21801,36,0.42,15.12
