InvoiceNo,InvoiceDate,CustomerID,IsCancelled,InvoiceTotal
536851,2010-12-03 09:49:00,12967,False,1368.4
536854,2010-12-03 10:09:00,15240,True,-5.45
536890,2010-12-03 11:48:00,14156,False,322.2
536945,2010-12-03 12:24:00,14083,False,309.54
536960,2010-12-03 12:48:00,16477,False,225.65
536968,2010-12-03 13:09:00,16013,False,534.0
536969,2010-12-03 13:10:00,16013,False,528.0
536970,2010-12-03 13:12:00,17949,False,1314.0
536979,2010-12-03 14:23:00,17841,True,-5.7
536980,2010-12-03 14:26:00,17819,False,591.47
536984,2010-12-03 14:35:00,17841,False,339.54
537026,2010-12-03 16:35:00,12395,False,346.1
537034,2010-12-03 17:20:00,13081,False,2355.1800000000003
537035,2010-12-03 17:21:00,13081,False,11.6
537040,2010-12-05 10:27:00,13089,False,734.3999999999999
537041,2010-12-05 10:36:00,16033,False,155.64000000000001
537046,2010-12-05 10:58:00,18109,False,277.45
537058,2010-12-05 11:51:00,13269,False,351.43
537065,2010-12-05 11:57:00,12567,False,1526.92
537136,2010-12-05 12:42:00,12748,False,273.76
537140,2010-12-05 12:53:00,12748,False,70.42
537142,2010-12-05 12:57:00,12748,False,41.45
537143,2010-12-05 12:58:00,12748,True,-7.95
537155,2010-12-05 13:05:00,12748,False,75.64
537154,2010-12-05 13:05:00,15808,False,1021.45
537194,2010-12-05 13:53:00,17402,False,271.2
537195,2010-12-05 13:55:00,15311,False,650.64
537197,2010-12-05 14:02:00,12647,False,286.5
537198,2010-12-05 14:03:00,12647,False,85.5
537203,2010-12-05 14:44:00,14606,True,-12.899999999999999
537204,2010-12-05 14:45:00,15555,False,198.43
537207,2010-12-05 15:06:00,17402,False,188.77
537209,2010-12-05 15:12:00,14606,False,192.68
537213,2010-12-05 15:26:00,12748,False,8.65
537217,2010-12-05 15:40:00,15502,False,167.2
537216,2010-12-05 15:40:00,15502,False,569.5
537225,2010-12-05 16:41:00,12748,False,496.48
537227,2010-12-06 08:42:00,17677,False,922.4000000000001
537228,2010-12-06 08:43:00,17677,False,25.200000000000003
537229,2010-12-06 08:44:00,17677,False,17.4
537233,2010-12-06 09:37:00,17428,False,353.0
537234,2010-12-06 09:40:00,16161,True,-39.0
537238,2010-12-06 10:03:00,16161,False,164.2
537243,2010-12-06 10:19:00,16638,False,50.400000000000006
537250,2010-12-06 10:43:00,12708,False,196.44
537354,2010-12-06 12:23:00,12748,False,133.07
537365,2010-12-06 12:38:00,15078,False,449.95000000000005
537367,2010-12-06 12:39:00,15078,False,25.200000000000003
537366,2010-12-06 12:39:00,14085,False,308.05
537372,2010-12-06 12:52:00,16919,False,198.35
537382,2010-12-06 13:13:00,16710,False,375.47
537381,2010-12-06 13:13:00,14667,False,511.56
537388,2010-12-06 13:35:00,17682,False,391.5
537393,2010-12-06 13:59:00,13089,False,2415.04
537394,2010-12-06 14:00:00,13089,False,81.17999999999999
537395,2010-12-06 14:05:00,15356,False,150.22
537402,2010-12-06 14:43:00,15502,True,-192.7
537405,2010-12-06 14:51:00,17841,False,406.69
537406,2010-12-06 14:53:00,15502,True,-167.2
537407,2010-12-06 14:55:00,15502,False,192.7
537408,2010-12-06 14:55:00,15502,True,-25.5
537414,2010-12-06 15:09:00,16861,True,-22.110000000000003
537429,2010-12-06 15:54:00,12748,False,82.12
537448,2010-12-07 09:23:00,17450,False,39.599999999999994
537456,2010-12-07 09:43:00,17450,False,1989.2399999999998
537458,2010-12-07 09:55:00,17091,False,293.45000000000005
537463,2010-12-07 10:08:00,12681,False,1033.52
537465,2010-12-07 10:32:00,17735,False,454.6
537468,2010-12-07 10:36:00,12567,False,415.46000000000004
537472,2010-12-07 11:11:00,12971,False,111.54
537489,2010-12-07 11:33:00,17017,False,511.79999999999995
537509,2010-12-07 11:41:00,13756,False,532.8000000000001
537530,2010-12-07 11:47:00,13319,True,-28.15
537594,2010-12-07 12:28:00,12647,False,596.8
537601,2010-12-07 12:43:00,17287,False,108.78
537604,2010-12-07 13:01:00,13488,False,1381.92
537609,2010-12-07 13:22:00,17675,False,617.12
537611,2010-12-07 13:25:00,17675,True,-75.60000000000001
537618,2010-12-07 13:50:00,15061,False,2022.16
537624,2010-12-07 14:41:00,12748,False,306.84000000000003
537629,2010-12-07 15:03:00,17419,False,356.87
537631,2010-12-07 15:04:00,17419,False,17.4
537657,2010-12-07 16:42:00,18102,False,9639.12
537659,2010-12-07 16:43:00,18102,False,15885.49
537658,2010-12-07 16:43:00,18102,False,395.76
537670,2010-12-08 09:07:00,13078,False,514.39
537671,2010-12-08 09:20:00,13267,False,328.45
537677,2010-12-08 09:55:00,14796,True,-1.95
537680,2010-12-08 10:11:00,13599,False,253.24
537682,2010-12-08 10:13:00,13599,False,99.6
537683,2010-12-08 10:14:00,12921,False,365.4
537692,2010-12-08 10:40:00,14796,False,671.21
537700,2010-12-08 10:51:00,18229,False,309.0
537698,2010-12-08 10:51:00,13199,False,468.68
537765,2010-12-08 12:08:00,14606,False,215.88
537766,2010-12-08 12:08:00,17677,False,651.6
537774,2010-12-08 12:40:00,14060,False,281.0
537796,2010-12-08 13:03:00,18061,False,405.16
537800,2010-12-08 13:08:00,12748,False,69.78999999999999
537804,2010-12-08 13:17:00,12748,False,130.64
537805,2010-12-08 13:18:00,15311,True,-26.38
537808,2010-12-08 13:23:00,15311,False,251.09
537834,2010-12-08 14:54:00,13267,True,-13.900000000000002
537837,2010-12-08 14:59:00,13077,False,313.72
537838,2010-12-08 15:01:00,13115,True,-5.0
537849,2010-12-08 15:35:00,13777,False,75.0
537848,2010-12-08 15:35:00,13777,False,180.0
537855,2010-12-08 15:59:00,15996,False,263.25
537859,2010-12-08 16:11:00,14030,False,670.55
537862,2010-12-08 16:21:00,12971,False,111.53
537863,2010-12-08 16:29:00,14030,False,5.95
537867,2010-12-08 16:48:00,16717,False,307.25
537871,2010-12-08 17:20:00,12748,False,167.09
537879,2010-12-09 08:34:00,14243,False,213.3
537884,2010-12-09 09:30:00,15694,False,525.93
537889,2010-12-09 10:04:00,13319,False,670.48
537891,2010-12-09 10:05:00,13319,False,88.8
537892,2010-12-09 10:13:00,12481,False,159.38
537981,2010-12-09 11:35:00,17857,False,1335.2
538000,2010-12-09 11:44:00,12748,False,101.9
538010,2010-12-09 12:20:00,17526,False,226.79999999999998
538049,2010-12-09 13:21:00,12748,False,18.4
538050,2010-12-09 13:22:00,12748,False,15.9
538063,2010-12-09 13:44:00,18102,False,1914.2400000000002
538066,2010-12-09 13:58:00,15738,True,-2.95
538076,2010-12-09 14:15:00,15311,False,272.36
538077,2010-12-09 14:19:00,14667,False,686.15
538082,2010-12-09 14:30:00,13777,True,-42.0
538098,2010-12-09 14:57:00,14441,True,-8.5
538119,2010-12-09 15:34:00,13136,True,-20.1
538120,2010-12-09 15:35:00,17017,False,144.5
538126,2010-12-09 15:50:00,17838,False,218.4
538151,2010-12-09 16:28:00,16163,False,441.6
538156,2010-12-09 16:53:00,15555,False,620.35
538163,2010-12-09 17:27:00,17841,False,257.95
538167,2010-12-09 18:58:00,14713,False,298.95
538174,2010-12-10 09:35:00,12471,False,1982.41
538176,2010-12-10 09:48:00,17675,False,402.0
538175,2010-12-10 09:48:00,12471,False,378.0
538191,2010-12-10 10:49:00,15061,False,5375.28
538192,2010-12-10 10:50:00,15061,False,135.0
538193,2010-12-10 10:51:00,15061,False,67.5
538195,2010-12-10 10:52:00,15061,False,337.5
538202,2010-12-10 11:19:00,14667,False,274.73
538205,2010-12-10 11:24:00,12748,False,336.15999999999997
538207,2010-12-10 11:33:00,12748,False,271.47
538209,2010-12-10 11:42:00,12748,False,185.06
538280,2010-12-10 12:50:00,12748,False,612.1
538283,2010-12-10 12:56:00,12748,False,10.29
538288,2010-12-10 12:58:00,12748,False,1.9
538306,2010-12-10 13:24:00,12989,False,202.5
538307,2010-12-10 13:27:00,14667,False,213.26
538308,2010-12-10 13:29:00,14107,False,363.24
538309,2010-12-10 13:32:00,15881,False,114.45000000000002
538346,2010-12-10 14:53:00,17865,False,756.45
538362,2010-12-10 17:05:00,15179,True,-16.5
538366,2010-12-12 10:47:00,18109,False,275.3
538473,2010-12-12 12:35:00,13668,False,177.66
538499,2010-12-12 12:46:00,17819,False,388.65
538521,2010-12-13 09:02:00,14180,False,339.40000000000003
538525,2010-12-13 09:39:00,12540,False,881.01
538526,2010-12-13 09:49:00,13225,False,1206.72
538530,2010-12-13 10:26:00,14796,True,-64.35
538533,2010-12-13 10:31:00,14796,False,357.61
538534,2010-12-13 10:36:00,15881,False,40.8
538536,2010-12-13 10:40:00,15881,True,-40.8
538541,2010-12-13 10:46:00,17428,False,540.95
538567,2010-12-13 11:23:00,13999,False,302.1
538595,2010-12-13 12:03:00,15555,True,-5.1
538597,2010-12-13 12:26:00,15555,False,171.04
538631,2010-12-13 13:27:00,13408,False,689.04
538634,2010-12-13 13:28:00,14085,False,491.24
538632,2010-12-13 13:28:00,14085,True,-12.75
538642,2010-12-13 14:37:00,12476,True,-12.45
538643,2010-12-13 14:38:00,12476,True,-12.45
538644,2010-12-13 14:39:00,12476,False,12.45
538645,2010-12-13 14:52:00,13269,False,310.74
538647,2010-12-13 14:56:00,15808,True,-10.2
538650,2010-12-13 15:05:00,15311,True,-16.15
538651,2010-12-13 15:07:00,15311,False,280.94
538653,2010-12-13 15:12:00,13089,False,1247.64
538654,2010-12-13 15:13:00,13089,False,91.9
538660,2010-12-13 15:37:00,15808,False,1228.4
538667,2010-12-13 16:01:00,12748,False,1.9
538669,2010-12-13 16:18:00,12748,False,0.95
538684,2010-12-14 09:26:00,16161,True,-32.65
538685,2010-12-14 09:39:00,15694,False,15.0
538692,2010-12-14 09:58:00,13599,True,-7.24
538705,2010-12-14 10:33:00,15093,True,-179.14999999999998
538706,2010-12-14 10:34:00,14667,False,312.4
538710,2010-12-14 10:48:00,18075,False,198.95000000000002
538711,2010-12-14 10:50:00,15468,True,-1.25
538712,2010-12-14 10:51:00,17677,True,-8.5
538721,2010-12-14 11:11:00,17526,False,11.8
538720,2010-12-14 11:11:00,17526,True,-15.0
538726,2010-12-14 11:18:00,13078,True,-2.95
538744,2010-12-14 11:26:00,15356,False,215.32
538742,2010-12-14 11:26:00,13599,True,-3.9
538771,2010-12-14 11:35:00,13078,True,-4.95
538795,2010-12-14 11:42:00,13267,False,293.85
538802,2010-12-14 11:54:00,17017,True,-22.8
538812,2010-12-14 12:25:00,18044,False,74.25
538813,2010-12-14 12:27:00,14606,True,-5.9
538827,2010-12-14 12:59:00,14298,False,2594.7599999999998
538828,2010-12-14 13:00:00,14298,False,231.84
538830,2010-12-14 13:01:00,14298,False,146.46
538834,2010-12-14 13:06:00,14415,True,-12.899999999999999
538836,2010-12-14 13:09:00,12748,False,234.85999999999999
538839,2010-12-14 13:10:00,14606,False,305.79
538843,2010-12-14 13:18:00,16033,False,154.05
538846,2010-12-14 13:22:00,14606,False,11.0
538849,2010-12-14 13:31:00,14415,False,875.18
538857,2010-12-14 13:58:00,15311,False,152.4
538862,2010-12-14 14:11:00,16710,False,149.5
538863,2010-12-14 14:15:00,16919,False,341.65999999999997
538866,2010-12-14 14:40:00,17841,False,647.99
538868,2010-12-14 14:42:00,17017,False,824.02
538870,2010-12-14 14:54:00,12829,False,85.75
538875,2010-12-14 15:18:00,13756,False,307.8
538894,2010-12-14 17:22:00,16161,False,202.45
538896,2010-12-15 09:09:00,16145,False,302.78
538898,2010-12-15 09:20:00,15078,True,-10.75
538900,2010-12-15 09:51:00,13078,False,366.77
538943,2010-12-15 11:15:00,14060,False,253.2
538997,2010-12-15 12:06:00,14426,True,-11.2
538998,2010-12-15 12:08:00,15061,False,2605.88
539005,2010-12-15 12:47:00,16638,False,20.4
539030,2010-12-15 14:25:00,13089,False,755.3000000000001
539031,2010-12-15 14:25:00,12647,True,-52.9
539034,2010-12-15 14:29:00,16161,False,209.65
539047,2010-12-15 16:03:00,15290,False,219.6
539073,2010-12-15 17:08:00,12971,True,-3.5
539077,2010-12-16 08:05:00,13089,False,314.54999999999995
539078,2010-12-16 08:10:00,13408,False,379.68
539086,2010-12-16 09:35:00,17001,False,397.96
539085,2010-12-16 09:35:00,12748,False,164.64
539091,2010-12-16 09:52:00,13756,False,163.8
539096,2010-12-16 10:19:00,13089,False,313.2
539101,2010-12-16 10:35:00,16029,False,6930.0
539102,2010-12-16 10:37:00,16029,False,1431.6
539108,2010-12-16 11:03:00,16013,False,204.0
539109,2010-12-16 11:07:00,16013,False,1491.0
539110,2010-12-16 11:10:00,16470,True,-4.95
539181,2010-12-16 11:51:00,12748,False,135.44
539185,2010-12-16 11:53:00,16470,False,216.34
539195,2010-12-16 12:05:00,12748,True,-42.5
539216,2010-12-16 12:42:00,12748,False,16.15
539225,2010-12-16 13:02:00,15379,False,1491.46
539244,2010-12-16 13:24:00,14606,True,-2.1
539247,2010-12-16 13:33:00,15311,False,228.5
539246,2010-12-16 13:33:00,14606,False,104.48
539254,2010-12-16 14:25:00,13199,False,243.11999999999998
539256,2010-12-16 14:27:00,15601,False,468.07
539274,2010-12-16 15:31:00,13408,True,-8.5
539275,2010-12-16 15:34:00,13408,False,403.79999999999995
539279,2010-12-16 15:40:00,13267,True,-17.0
539286,2010-12-16 16:05:00,14735,False,252.2
539288,2010-12-16 16:28:00,17857,False,5.5
539291,2010-12-16 16:42:00,18075,True,-10.55
539298,2010-12-16 17:29:00,14180,False,136.25
539299,2010-12-16 17:30:00,14180,False,218.85
539307,2010-12-16 17:43:00,13694,False,2054.92
539319,2010-12-16 19:10:00,12967,False,292.5
539322,2010-12-16 19:22:00,14713,False,126.9
539326,2010-12-17 09:22:00,14560,False,408.16999999999996
539329,2010-12-17 09:37:00,16013,True,-1491.0
539331,2010-12-17 09:39:00,16013,False,216.0
539334,2010-12-17 10:12:00,12748,False,25.95
539395,2010-12-17 11:52:00,12471,False,1484.25
539398,2010-12-17 11:53:00,12471,False,29.700000000000003
539400,2010-12-17 12:00:00,12971,False,53.400000000000006
539403,2010-12-17 12:21:00,12647,False,224.8
539411,2010-12-17 13:29:00,14243,False,258.7
539421,2010-12-17 14:21:00,14016,False,753.74
539445,2010-12-17 15:57:00,17865,False,323.38
539447,2010-12-17 16:00:00,12395,False,333.82
539455,2010-12-17 17:17:00,12748,False,121.02
539469,2010-12-19 13:59:00,17841,False,283.52
539470,2010-12-19 14:03:00,14472,False,279.88
539490,2010-12-20 10:00:00,17069,False,306.15000000000003
539491,2010-12-20 10:09:00,14646,False,70.96000000000001
539568,2010-12-20 11:59:00,13267,True,-47.7
539570,2010-12-20 12:05:00,15078,False,327.6
539571,2010-12-20 12:06:00,15078,False,15.9
539573,2010-12-20 12:19:00,14107,True,-14.75
539575,2010-12-20 12:23:00,13089,True,-85.19999999999999
539586,2010-12-20 13:08:00,14298,False,962.24
539587,2010-12-20 13:10:00,14298,False,754.16
539592,2010-12-20 13:27:00,13319,False,14.850000000000001
539593,2010-12-20 13:31:00,13319,False,776.95
539596,2010-12-20 13:51:00,13694,True,-12.0
539606,2010-12-20 14:09:00,16145,True,-11.6
539607,2010-12-20 14:10:00,12681,False,1084.59
539610,2010-12-20 14:33:00,14606,False,109.88
539628,2010-12-20 14:49:00,18097,False,182.52
539636,2010-12-20 15:15:00,12481,False,631.96
539637,2010-12-20 15:22:00,14083,False,112.68
539639,2010-12-20 15:26:00,14083,False,37.67
539640,2010-12-20 15:27:00,15311,True,-20.27
539641,2010-12-20 15:30:00,15311,False,134.14
539644,2010-12-20 15:52:00,12471,True,-300.65
539655,2010-12-20 17:07:00,13089,True,-34.8
539661,2010-12-21 10:16:00,12971,True,-36.0
539663,2010-12-21 10:26:00,17961,False,396.84999999999997
539666,2010-12-21 10:41:00,16029,False,479.4
539675,2010-12-21 10:51:00,12971,False,114.60000000000001
539711,2010-12-21 12:38:00,13319,True,-21.95
539731,2010-12-21 15:05:00,14646,False,8520.92
539754,2010-12-21 16:06:00,12748,False,69.29
539755,2010-12-21 16:08:00,17961,False,45.35
539831,2010-12-22 13:17:00,14606,False,108.63
539835,2010-12-22 13:39:00,16477,False,318.75
539920,2010-12-23 11:06:00,14085,False,390.95
539921,2010-12-23 11:09:00,12748,False,20.3
539944,2010-12-23 11:38:00,14560,True,-9.95
539945,2010-12-23 11:40:00,17069,True,-13.500000000000002
539953,2010-12-23 12:03:00,12748,False,12.35
539954,2010-12-23 12:04:00,13777,False,121.62
539982,2010-12-23 14:40:00,15311,False,256.61
539987,2010-12-23 15:32:00,12748,False,6.95
539993,2011-01-04 10:00:00,13313,False,307.3
540001,2011-01-04 10:22:00,18097,False,474.66
540006,2011-01-04 10:48:00,14606,True,-31.8
540007,2011-01-04 11:08:00,15379,True,-71.4
540014,2011-01-04 11:34:00,14606,False,339.68
540015,2011-01-04 11:40:00,13319,False,510.89
540021,2011-01-04 12:51:00,17841,False,516.97
540025,2011-01-04 13:22:00,17428,False,323.04
540028,2011-01-04 13:38:00,14180,False,284.6
540029,2011-01-04 13:47:00,16029,False,90.0
540030,2011-01-04 13:47:00,16029,True,-90.0
540043,2011-01-04 14:21:00,15164,False,173.39000000000001
540099,2011-01-04 16:41:00,15808,False,733.92
540120,2011-01-05 10:08:00,17675,False,969.36
540121,2011-01-05 10:35:00,16145,False,366.06
540122,2011-01-05 10:39:00,13694,False,1179.6
540149,2011-01-05 11:00:00,12921,False,481.7
540152,2011-01-05 11:21:00,12395,True,-2.95
540157,2011-01-05 11:41:00,15311,False,1145.33
540158,2011-01-05 11:42:00,12471,True,-92.5
540163,2011-01-05 11:52:00,13089,False,958.93
540162,2011-01-05 11:52:00,13089,False,95.65
540165,2011-01-05 12:05:00,18109,True,-22.8
540172,2011-01-05 12:29:00,18109,False,138.98000000000002
540178,2011-01-05 12:42:00,12681,False,556.07
540179,2011-01-05 12:54:00,16033,False,481.14
540181,2011-01-05 13:09:00,13199,False,199.44
540183,2011-01-05 13:37:00,15093,False,1220.4
540246,2011-01-05 15:43:00,13081,True,-64.15
540251,2011-01-05 16:06:00,12748,False,12.75
540253,2011-01-05 16:28:00,13225,False,1263.72
540257,2011-01-05 17:33:00,12748,False,238.55
540261,2011-01-06 09:57:00,13089,False,730.88
540264,2011-01-06 10:20:00,17949,False,432.0
540267,2011-01-06 11:12:00,12415,False,7011.38
540277,2011-01-06 12:18:00,14258,False,3120.2200000000003
540346,2011-01-06 13:41:00,12471,True,-6.6
540349,2011-01-06 14:07:00,15379,False,660.15
540358,2011-01-06 15:25:00,13599,False,369.14
540361,2011-01-06 15:41:00,13408,False,304.2
540363,2011-01-06 15:54:00,12971,False,185.1
540366,2011-01-06 16:14:00,15061,True,-21.599999999999998
540372,2011-01-06 16:41:00,13081,False,3527.64
540376,2011-01-06 17:27:00,13488,True,-4.95
540380,2011-01-06 17:36:00,16094,True,-24.7
540385,2011-01-06 17:52:00,14426,True,-10.95
540388,2011-01-06 17:59:00,13115,True,-7.95
540389,2011-01-06 18:00:00,14426,True,-2.1
540393,2011-01-06 18:08:00,17428,True,-33.9
540401,2011-01-07 09:31:00,16013,False,797.5999999999999
540408,2011-01-07 09:55:00,16013,False,637.5
540414,2011-01-07 10:32:00,12481,False,603.09
540420,2011-01-07 11:13:00,12829,False,207.25
540455,2011-01-07 12:07:00,12583,False,730.16
540464,2011-01-07 13:17:00,14298,False,1429.9
540467,2011-01-07 13:39:00,18198,False,300.54
540471,2011-01-07 14:21:00,15601,False,688.45
540475,2011-01-07 14:43:00,15311,False,141.48000000000002
540489,2011-01-07 16:32:00,13593,False,559.85
540503,2011-01-09 10:59:00,13668,True,-14.0
540504,2011-01-09 11:02:00,13668,False,208.56
540511,2011-01-09 11:34:00,14472,False,334.26
540515,2011-01-09 11:54:00,15059,False,182.78
540526,2011-01-09 13:41:00,14606,False,229.48
540527,2011-01-09 13:42:00,14606,True,-11.5
540534,2011-01-09 14:17:00,12971,False,25.2
540538,2011-01-09 14:36:00,17841,False,279.02
540557,2011-01-10 09:58:00,12415,False,81.6
540642,2011-01-10 13:22:00,12681,False,1238.06
540643,2011-01-10 14:08:00,12471,True,-21.9
540645,2011-01-10 14:20:00,14060,False,402.66
540648,2011-01-10 14:58:00,15061,False,969.87
540649,2011-01-10 14:59:00,15061,False,404.12
540680,2011-01-10 16:24:00,15311,False,434.03999999999996
540689,2011-01-11 08:43:00,17450,False,12797.52
540691,2011-01-11 08:50:00,17450,False,1508.6599999999999
540698,2011-01-11 09:24:00,17450,False,4314.0199999999995
540768,2011-01-11 10:38:00,17428,False,670.8000000000001
540787,2011-01-11 11:45:00,13408,True,-40.8
540790,2011-01-11 11:48:00,16145,True,-1.7
540795,2011-01-11 12:00:00,13078,False,355.8
540798,2011-01-11 12:11:00,17365,False,727.36
540799,2011-01-11 12:12:00,17365,False,15.299999999999999
540801,2011-01-11 12:25:00,12540,False,1147.1799999999998
540802,2011-01-11 12:29:00,15189,False,418.48
540817,2011-01-11 12:56:00,14209,False,347.95
540844,2011-01-11 16:24:00,12971,False,71.5
540851,2011-01-12 09:43:00,12523,False,102.95
540858,2011-01-12 10:49:00,16359,False,92.4
540907,2011-01-12 11:52:00,13488,False,1358.29
540915,2011-01-12 12:00:00,13267,False,311.67
540939,2011-01-12 12:10:00,15061,False,2.46
540938,2011-01-12 12:10:00,15061,True,-40.8
540940,2011-01-12 12:12:00,18109,False,214.18
540943,2011-01-12 12:31:00,17841,False,220.33
540952,2011-01-12 13:12:00,14606,True,-2.55
540954,2011-01-12 13:19:00,14606,False,174.15
540957,2011-01-12 13:30:00,15311,False,342.46
540974,2011-01-12 14:43:00,12971,False,112.08
540994,2011-01-13 09:29:00,13089,False,704.59
540998,2011-01-13 10:04:00,15290,False,289.5
540999,2011-01-13 10:08:00,13694,False,1431.28
541002,2011-01-13 10:33:00,12951,False,188.69
541005,2011-01-13 10:39:00,16161,False,200.25
541007,2011-01-13 10:47:00,13078,True,-18.6
541014,2011-01-13 11:54:00,14085,False,222.97
541013,2011-01-13 11:54:00,15694,False,397.79
541093,2011-01-13 13:21:00,12471,False,753.4499999999999
541105,2011-01-13 14:34:00,16029,False,660.0
541108,2011-01-13 15:01:00,13199,False,76.32000000000001
541122,2011-01-14 09:23:00,12708,False,284.62
541137,2011-01-14 10:39:00,13777,False,332.64
541136,2011-01-14 10:39:00,18229,False,359.9
541139,2011-01-14 11:05:00,15213,False,313.2
541201,2011-01-14 12:05:00,13081,True,-13.200000000000001
541206,2011-01-14 12:24:00,14646,False,10389.06
541216,2011-01-14 13:52:00,15311,False,416.54
541217,2011-01-14 13:59:00,17402,False,111.9
541218,2011-01-14 14:02:00,16638,False,142.82
541220,2011-01-14 14:11:00,14156,False,16774.72
541228,2011-01-14 16:29:00,15290,False,45.0
541229,2011-01-14 16:43:00,16359,True,-11.8
541236,2011-01-14 17:16:00,17961,False,3.35
541237,2011-01-14 17:26:00,13599,True,-2.1
541242,2011-01-16 11:49:00,12924,False,58.190000000000005
541247,2011-01-16 12:44:00,12989,False,810.0
541248,2011-01-16 13:04:00,12748,False,8.52
541249,2011-01-16 13:18:00,13700,False,120.72999999999999
541250,2011-01-16 13:19:00,13700,False,35.28
541253,2011-01-16 13:51:00,17841,False,277.39
541254,2011-01-16 13:53:00,17841,True,-29.9
541255,2011-01-16 13:54:00,17841,False,4.25
541264,2011-01-16 16:10:00,17064,False,147.85
541280,2011-01-17 11:57:00,15296,False,1199.33
541289,2011-01-17 13:23:00,14606,False,208.32
541291,2011-01-17 13:25:00,14667,False,305.81
541293,2011-01-17 13:39:00,15311,False,394.57
541362,2011-01-17 14:49:00,17730,False,311.48
541407,2011-01-17 15:31:00,13199,False,152.64000000000001
541408,2011-01-17 15:42:00,15738,False,316.5
541410,2011-01-17 16:06:00,13089,False,1207.13
541411,2011-01-17 16:07:00,17961,False,9.75
541417,2011-01-17 16:23:00,16033,False,262.96
541416,2011-01-17 16:23:00,14606,True,-2.95
541432,2011-01-18 10:15:00,12748,False,158.95
541486,2011-01-18 13:15:00,18109,False,129.51
541488,2011-01-18 13:34:00,15061,False,780.5
541504,2011-01-18 15:37:00,14415,False,235.6
541518,2011-01-19 09:05:00,12451,False,2919.5099999999998
541522,2011-01-19 09:54:00,17419,False,330.2
541524,2011-01-19 10:49:00,17091,False,594.7
541567,2011-01-19 11:51:00,12681,False,752.75
541570,2011-01-19 12:34:00,14646,False,7722.04
541573,2011-01-19 12:47:00,15311,True,-13.56
541575,2011-01-19 13:21:00,15311,False,577.02
541585,2011-01-19 14:22:00,14180,False,275.5
541587,2011-01-19 14:39:00,17841,False,202.93
541595,2011-01-19 16:08:00,14606,False,116.06
541608,2011-01-20 09:54:00,14646,False,305.28000000000003
541611,2011-01-20 10:18:00,16029,False,528.48
541610,2011-01-20 10:18:00,16029,False,429.15
541641,2011-01-20 11:00:00,17841,True,-2.5
541654,2011-01-20 11:53:00,12540,True,-65.69999999999999
541671,2011-01-20 13:01:00,14735,False,398.6
541672,2011-01-20 13:02:00,14735,False,135.0
541673,2011-01-20 13:02:00,14735,False,120.6
541674,2011-01-20 13:19:00,16892,True,-15.95
541676,2011-01-20 14:01:00,15379,False,530.48
541683,2011-01-20 15:01:00,14085,False,330.48
541698,2011-01-20 19:16:00,14713,False,222.24
541706,2011-01-21 10:35:00,18061,False,304.02
541709,2011-01-21 11:09:00,17504,False,441.15
541711,2011-01-21 11:18:00,14646,False,8060.3
