customer_id,proxy_customer_type,proxy_score,rfm_segment,R_score,F_score,M_score,RFM_score,recency_days,number_of_invoices,active_months,total_revenue,average_invoice_total,average_quantity_per_invoice,average_distinct_products_per_invoice,customer_tenure_days,first_purchase_date,last_purchase_date,recommended_marketing_action
12921,Likely B2B,4,Loyal customers,3,5,5,355,9,37,11,16587.09,448.29972972972973,257.4594594594595,19.45945945945946,364,2010-12-01,2011-11-30,Encourage basket expansion with complementary products and reorder prompts.
12924,Likely B2C,0,Hibernating low value,1,1,1,111,88,4,4,933.7,233.425,120.25,6.75,239,2011-01-16,2011-09-12,Use low-cost reactivation campaigns; suppress if engagement stays low.
12935,Likely B2C,1,Occasional buyers,5,3,2,532,2,7,6,2160.7,308.6714285714285,264.7142857142857,18.428571428571427,317,2011-01-24,2011-12-07,Test broad lifecycle campaigns and monitor for movement into stronger segments.
12951,Likely B2C,0,Occasional buyers,3,2,1,321,9,6,5,1064.0700000000002,177.34500000000003,83.83333333333333,10.5,322,2011-01-13,2011-12-01,Test broad lifecycle campaigns and monitor for movement into stronger segments.
12967,Likely B2C,2,Hibernating low value,1,1,2,112,358,2,1,1660.9,830.45,219.0,9.5,13,2010-12-03,2010-12-16,Use low-cost reactivation campaigns; suppress if engagement stays low.
12971,Likely B2C,2,Champions,4,5,5,455,4,86,13,11189.91,130.11523255813952,108.01162790697674,3.546511627906977,368,2010-12-02,2011-12-06,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
12989,Likely B2B,3,Champions,4,4,4,444,3,15,11,6924.110000000001,461.6073333333334,196.2,4.266666666666667,361,2010-12-10,2011-12-06,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
13077,Likely B2C,1,Recent low frequency,5,1,1,511,1,4,3,729.27,182.3175,215.75,27.75,365,2010-12-08,2011-12-08,"Push second-purchase campaigns, welcome journeys, and bundle incentives."
13078,Likely B2B,4,Champions,4,5,5,455,3,26,13,12627.94,485.69,216.53846153846155,13.76923076923077,363,2010-12-08,2011-12-06,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
13081,Likely B2B,4,Loyal customers,3,4,5,345,12,11,7,28337.38,2576.1254545454544,1741.8181818181818,93.45454545454545,359,2010-12-03,2011-11-28,Encourage basket expansion with complementary products and reorder prompts.
13089,Likely B2B,4,Champions,4,5,5,455,3,97,13,58825.83,606.4518556701031,320.30927835051546,18.68041237113402,366,2010-12-05,2011-12-07,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
13110,Likely B2C,0,Occasional buyers,2,3,2,232,31,7,5,1488.67,212.66714285714286,55.42857142857143,20.571428571428573,279,2011-02-01,2011-11-08,Test broad lifecycle campaigns and monitor for movement into stronger segments.
13115,Likely B2C,2,Occasional buyers,3,1,3,313,11,4,3,2294.78,573.695,391.75,30.0,172,2011-06-08,2011-11-28,Test broad lifecycle campaigns and monitor for movement into stronger segments.
13134,Likely B2C,2,Hibernating low value,1,1,2,112,86,4,3,1793.58,448.395,264.75,24.5,154,2011-04-13,2011-09-15,Use low-cost reactivation campaigns; suppress if engagement stays low.
13136,Likely B2C,2,Occasional buyers,1,2,3,123,56,5,4,2607.6099999999997,521.5219999999999,265.6,25.4,156,2011-05-11,2011-10-14,Test broad lifecycle campaigns and monitor for movement into stronger segments.
13199,Likely B2C,2,Champions,4,5,5,455,4,38,13,9817.12,258.34526315789475,162.52631578947367,3.1315789473684212,363,2010-12-08,2011-12-06,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
13225,Likely B2B,3,Big spenders,4,3,4,434,3,7,7,6463.84,923.4057142857143,488.0,4.571428571428571,358,2010-12-13,2011-12-06,Promote premium assortments and personalized product recommendations.
13247,Likely B2C,0,Occasional buyers,3,1,1,311,18,4,3,501.12,125.28,82.0,6.25,64,2011-09-18,2011-11-22,Test broad lifecycle campaigns and monitor for movement into stronger segments.
13267,Likely B2C,2,Champions,4,5,4,454,3,19,10,4521.49,237.97315789473683,103.63157894736842,11.105263157894736,364,2010-12-08,2011-12-07,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
13269,Likely B2B,4,Champions,5,4,4,544,1,15,10,5346.23,356.4153333333333,234.26666666666668,20.933333333333334,368,2010-12-05,2011-12-08,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
13301,Likely B2C,0,Hibernating low value,1,1,1,111,104,4,4,618.09,154.5225,86.25,20.25,188,2011-02-20,2011-08-28,Use low-cost reactivation campaigns; suppress if engagement stays low.
13313,Likely B2C,0,Hibernating low value,2,2,2,222,22,5,4,1555.3200000000002,311.064,170.2,15.6,317,2011-01-04,2011-11-17,Use low-cost reactivation campaigns; suppress if engagement stays low.
13319,Likely B2B,3,Champions,4,5,5,455,5,26,13,10845.55,417.1365384615384,181.69230769230768,18.307692307692307,360,2010-12-09,2011-12-04,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
13396,Likely B2C,2,Hibernating low value,2,1,2,212,29,2,2,1360.99,680.495,300.0,21.5,290,2011-01-24,2011-11-10,Use low-cost reactivation campaigns; suppress if engagement stays low.
13408,Likely B2B,4,Champions,5,5,5,555,2,62,13,28117.04,453.5006451612903,261.80645161290323,7.709677419354839,371,2010-12-01,2011-12-08,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
13488,Likely B2B,4,Loyal customers,3,4,5,345,17,13,10,8968.31,689.87,347.53846153846155,32.46153846153846,350,2010-12-07,2011-11-22,Encourage basket expansion with complementary products and reorder prompts.
13549,Likely B2C,0,Occasional buyers,2,3,1,231,26,7,5,918.2,131.17142857142858,65.42857142857143,7.285714285714286,216,2011-04-11,2011-11-14,Test broad lifecycle campaigns and monitor for movement into stronger segments.
13571,Likely B2C,2,Occasional buyers,3,4,2,342,13,12,9,2092.32,174.36,146.58333333333334,28.0,240,2011-03-31,2011-11-27,Test broad lifecycle campaigns and monitor for movement into stronger segments.
13588,Likely B2C,2,Mid-tier active,3,3,3,333,16,9,6,2478.95,275.43888888888887,289.55555555555554,19.333333333333332,239,2011-03-29,2011-11-24,Nurture toward higher frequency with targeted promotions and reminders.
13593,Likely B2C,1,Hibernating low value,1,2,2,122,108,5,4,2037.0800000000002,407.41600000000005,146.2,25.4,227,2011-01-07,2011-08-23,Use low-cost reactivation campaigns; suppress if engagement stays low.
13599,Likely B2C,2,Champions,5,5,4,554,1,21,9,5153.67,245.41285714285715,156.85714285714286,11.666666666666666,365,2010-12-08,2011-12-08,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
13668,Likely B2C,2,Champions,4,5,4,454,3,21,12,6363.59,303.02809523809526,178.1904761904762,21.904761904761905,359,2010-12-12,2011-12-07,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
13692,Likely B2C,2,Hibernating low value,2,1,2,212,25,3,3,1488.3200000000002,496.10666666666674,408.6666666666667,17.666666666666668,211,2011-04-17,2011-11-15,Use low-cost reactivation campaigns; suppress if engagement stays low.
13694,Likely B2B,4,Champions,4,5,5,455,4,50,13,65039.62,1300.7924,1266.24,11.36,369,2010-12-01,2011-12-06,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
13700,Likely B2B,3,Occasional buyers,2,3,3,233,26,10,7,2265.12,226.512,230.4,19.4,300,2011-01-16,2011-11-13,Test broad lifecycle campaigns and monitor for movement into stronger segments.
13742,Likely B2C,2,Loyal customers,3,4,3,343,17,12,7,3131.02,260.91833333333335,93.66666666666667,25.416666666666668,303,2011-01-23,2011-11-23,Encourage basket expansion with complementary products and reorder prompts.
13756,Likely B2B,4,Champions,5,4,4,544,2,14,9,5189.52,370.68,227.71428571428572,10.142857142857142,365,2010-12-07,2011-12-07,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
13777,Likely B2B,4,Champions,5,5,5,555,1,33,13,25977.16,787.1866666666666,390.8181818181818,5.96969696969697,372,2010-12-01,2011-12-09,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
13815,Likely B2C,2,Big spenders,2,1,4,214,22,4,3,4027.36,1006.84,640.0,44.0,296,2011-01-25,2011-11-17,Promote premium assortments and personalized product recommendations.
13870,Likely B2C,0,Mid-tier active,5,3,3,533,2,8,6,2770.94,346.3675,165.625,14.375,285,2011-02-25,2011-12-07,Nurture toward higher frequency with targeted promotions and reminders.
13924,Likely B2C,1,Recent low frequency,5,2,2,522,2,6,4,1838.85,306.47499999999997,262.5,19.5,70,2011-09-28,2011-12-08,"Push second-purchase campaigns, welcome journeys, and bundle incentives."
13946,Likely B2C,0,Hibernating low value,1,1,1,111,79,3,3,561.57,187.19000000000003,147.66666666666666,3.6666666666666665,188,2011-03-17,2011-09-21,Use low-cost reactivation campaigns; suppress if engagement stays low.
13949,Likely B2C,2,Recent low frequency,5,2,3,523,3,6,4,2427.32,404.55333333333334,412.3333333333333,26.666666666666668,91,2011-09-06,2011-12-07,"Push second-purchase campaigns, welcome journeys, and bundle incentives."
13975,Likely B2C,2,Occasional buyers,2,2,3,223,31,6,5,2526.28,421.0466666666667,288.6666666666667,53.333333333333336,245,2011-03-08,2011-11-08,Test broad lifecycle campaigns and monitor for movement into stronger segments.
13999,Likely B2C,2,Loyal customers,3,4,4,344,10,12,10,3901.81,325.1508333333333,186.91666666666666,17.333333333333332,351,2010-12-13,2011-11-29,Encourage basket expansion with complementary products and reorder prompts.
14016,Likely B2C,2,Big spenders,1,1,4,114,162,4,4,4341.21,1085.3025,531.25,40.25,195,2010-12-17,2011-07-01,Promote premium assortments and personalized product recommendations.
14030,Likely B2C,0,Mid-tier active,3,3,3,333,18,8,6,2360.09,295.01125,184.875,30.125,348,2010-12-08,2011-11-21,Nurture toward higher frequency with targeted promotions and reminders.
14060,Likely B2B,3,Champions,4,5,4,454,5,19,13,6140.42,323.18,283.4736842105263,10.631578947368421,368,2010-12-02,2011-12-05,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
14083,Likely B2C,1,Occasional buyers,4,3,1,431,4,9,6,1018.4300000000001,113.1588888888889,81.33333333333333,19.666666666666668,367,2010-12-03,2011-12-05,Test broad lifecycle campaigns and monitor for movement into stronger segments.
14085,Likely B2C,2,Champions,5,4,4,544,2,18,10,4448.54,247.14111111111112,176.88888888888889,24.72222222222222,366,2010-12-06,2011-12-07,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
14107,Likely B2B,3,Occasional buyers,1,3,3,133,52,7,7,2703.23,386.17571428571426,256.14285714285717,17.571428571428573,312,2010-12-10,2011-10-19,Test broad lifecycle campaigns and monitor for movement into stronger segments.
14110,Likely B2B,4,Champions,4,4,4,444,4,12,9,5683.150000000001,473.59583333333336,204.75,13.0,263,2011-03-18,2011-12-06,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
14111,Likely B2C,0,Occasional buyers,3,1,1,311,14,4,4,692.85,173.2125,114.5,2.5,227,2011-04-12,2011-11-25,Test broad lifecycle campaigns and monitor for movement into stronger segments.
14112,Likely B2C,2,Occasional buyers,2,3,3,233,23,7,5,2915.15,416.45,235.85714285714286,22.857142857142858,253,2011-03-09,2011-11-17,Test broad lifecycle campaigns and monitor for movement into stronger segments.
14132,Likely B2B,3,Loyal customers,5,4,3,543,2,11,7,3586.03,326.00272727272727,306.1818181818182,18.181818181818183,181,2011-06-09,2011-12-07,Encourage basket expansion with complementary products and reorder prompts.
14156,Likely B2B,4,Loyal customers,3,5,5,355,10,55,12,117379.63,2134.175090909091,1052.4545454545455,25.327272727272728,361,2010-12-03,2011-11-30,Encourage basket expansion with complementary products and reorder prompts.
14157,Likely B2C,0,Occasional buyers,3,1,1,311,20,2,2,432.88,216.44,142.0,22.5,265,2011-02-27,2011-11-20,Test broad lifecycle campaigns and monitor for movement into stronger segments.
14177,Likely B2C,0,Hibernating low value,1,1,1,111,86,4,2,559.41,139.8525,51.25,10.25,93,2011-06-13,2011-09-14,Use low-cost reactivation campaigns; suppress if engagement stays low.
14180,Likely B2C,2,Loyal customers,3,5,4,354,11,25,12,4748.52,189.94080000000002,28.76,9.6,361,2010-12-02,2011-11-29,Encourage basket expansion with complementary products and reorder prompts.
14188,Likely B2C,0,Hibernating low value,2,2,2,222,30,6,6,2054.36,342.3933333333334,193.66666666666666,10.833333333333334,279,2011-02-02,2011-11-09,Use low-cost reactivation campaigns; suppress if engagement stays low.
14209,Likely B2C,0,Occasional buyers,3,2,2,322,11,6,6,2073.43,345.57166666666666,115.16666666666667,14.5,321,2011-01-11,2011-11-29,Test broad lifecycle campaigns and monitor for movement into stronger segments.
14232,Likely B2C,2,Hibernating low value,2,2,2,222,43,5,5,2048.07,409.61400000000003,388.2,23.0,221,2011-03-20,2011-10-28,Use low-cost reactivation campaigns; suppress if engagement stays low.
14234,Likely B2C,1,Hibernating low value,2,1,1,211,22,4,2,775.4599999999999,193.86499999999998,240.75,33.75,35,2011-10-13,2011-11-17,Use low-cost reactivation campaigns; suppress if engagement stays low.
14243,Likely B2C,2,Mid-tier active,4,3,3,433,9,10,9,2588.77,258.877,122.1,14.1,357,2010-12-09,2011-12-01,Nurture toward higher frequency with targeted promotions and reminders.
14258,Likely B2B,4,Big spenders,4,3,5,435,9,9,8,12669.98,1407.7755555555555,788.8888888888889,12.333333333333334,328,2011-01-06,2011-11-30,Promote premium assortments and personalized product recommendations.
14298,Likely B2B,4,Champions,4,5,5,455,8,44,13,51527.3,1171.075,1325.9772727272727,37.20454545454545,352,2010-12-14,2011-12-01,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
14360,Likely B2C,2,Hibernating low value,2,1,2,212,32,4,3,2128.23,532.0575,287.75,29.25,62,2011-09-06,2011-11-08,Use low-cost reactivation campaigns; suppress if engagement stays low.
14383,Likely B2C,2,Hibernating low value,2,1,2,212,38,3,3,1247.69,415.8966666666667,272.3333333333333,19.666666666666668,125,2011-06-29,2011-11-01,Use low-cost reactivation campaigns; suppress if engagement stays low.
14407,Likely B2C,2,Hibernating low value,1,2,2,122,107,6,4,2157.73,359.62166666666667,235.83333333333334,12.166666666666666,169,2011-03-08,2011-08-24,Use low-cost reactivation campaigns; suppress if engagement stays low.
14415,Likely B2B,4,Champions,5,4,4,544,1,13,12,5900.280000000001,453.8676923076924,231.6153846153846,43.69230769230769,359,2010-12-14,2011-12-08,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
14426,Likely B2B,3,Big spenders,2,3,4,234,24,10,5,4481.67,448.16700000000003,269.9,22.4,289,2011-01-31,2011-11-16,Promote premium assortments and personalized product recommendations.
14441,Likely B2C,1,Recent low frequency,5,1,2,512,1,4,4,1712.89,428.2225,111.5,12.75,254,2011-03-29,2011-12-09,"Push second-purchase campaigns, welcome journeys, and bundle incentives."
14472,Likely B2C,1,Occasional buyers,1,3,2,132,104,8,7,1936.8400000000001,242.10500000000002,145.0,31.625,251,2010-12-19,2011-08-28,Test broad lifecycle campaigns and monitor for movement into stronger segments.
14503,Likely B2C,2,Recent low frequency,5,2,3,523,3,6,4,3543.26,590.5433333333334,334.0,27.333333333333332,175,2011-06-14,2011-12-06,"Push second-purchase campaigns, welcome journeys, and bundle incentives."
14530,Likely B2C,2,Occasional buyers,2,2,3,223,26,6,6,2925.91,487.65166666666664,235.0,35.333333333333336,270,2011-02-16,2011-11-14,Test broad lifecycle campaigns and monitor for movement into stronger segments.
14534,Likely B2C,2,Champions,5,4,4,544,3,18,12,4447.05,247.05833333333334,113.72222222222223,27.444444444444443,315,2011-01-25,2011-12-07,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
14560,Likely B2C,2,Occasional buyers,4,5,2,452,7,22,12,2237.77,101.71681818181818,57.27272727272727,3.3636363636363638,350,2010-12-17,2011-12-02,Test broad lifecycle campaigns and monitor for movement into stronger segments.
14606,Likely B2C,2,Champions,5,5,5,555,1,93,13,12156.65,130.71666666666667,66.9247311827957,28.602150537634408,372,2010-12-01,2011-12-08,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
14646,Likely B2B,4,Champions,5,5,5,555,2,74,13,280206.02,3786.567837837838,2668.7972972972975,28.10810810810811,353,2010-12-20,2011-12-08,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
14667,Likely B2B,4,Loyal customers,3,5,5,355,11,25,11,9241.2,369.648,215.4,22.44,357,2010-12-06,2011-11-29,Encourage basket expansion with complementary products and reorder prompts.
14713,Likely B2C,2,Loyal customers,4,4,3,443,9,11,8,2666.36,242.39636363636365,146.8181818181818,30.636363636363637,355,2010-12-09,2011-11-30,Encourage basket expansion with complementary products and reorder prompts.
14720,Likely B2C,0,Recent low frequency,4,1,1,411,6,3,3,663.8100000000001,221.27,73.0,12.333333333333334,120,2011-08-05,2011-12-04,"Push second-purchase campaigns, welcome journeys, and bundle incentives."
14735,Likely B2C,2,Champions,4,5,4,454,4,32,12,6065.6900000000005,189.55281250000002,70.75,6.0625,354,2010-12-16,2011-12-06,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
14796,Likely B2B,4,Champions,5,4,4,544,1,17,13,8022.49,471.9111764705882,354.4117647058824,65.58823529411765,365,2010-12-08,2011-12-08,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
14910,Likely B2C,0,Recent low frequency,5,1,1,511,3,4,3,434.35,108.5875,59.5,7.5,51,2011-10-16,2011-12-07,"Push second-purchase campaigns, welcome journeys, and bundle incentives."
14948,Likely B2C,0,Hibernating low value,2,2,1,221,23,6,5,1101.9699999999998,183.66166666666663,112.16666666666667,10.5,196,2011-05-04,2011-11-16,Use low-cost reactivation campaigns; suppress if engagement stays low.
15059,Likely B2C,1,Occasional buyers,2,3,2,232,41,9,6,1337.72,148.63555555555556,67.11111111111111,26.0,293,2011-01-09,2011-10-30,Test broad lifecycle campaigns and monitor for movement into stronger segments.
15061,Likely B2B,4,Champions,4,5,5,455,4,48,13,54534.14,1136.1279166666666,602.5,8.395833333333334,368,2010-12-02,2011-12-06,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
15073,Likely B2C,0,Occasional buyers,3,1,1,311,10,3,2,1043.41,347.80333333333334,163.66666666666666,18.0,177,2011-06-06,2011-11-30,Test broad lifecycle campaigns and monitor for movement into stronger segments.
15078,Likely B2C,2,Champions,4,5,5,455,7,32,13,9743.11,304.4721875,159.53125,13.75,361,2010-12-06,2011-12-02,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
15093,Likely B2C,2,Big spenders,3,2,4,324,18,6,6,4597.02,766.1700000000001,626.6666666666666,18.0,353,2010-12-02,2011-11-21,Promote premium assortments and personalized product recommendations.
15125,Likely B2B,4,At risk high value,2,4,5,245,25,15,8,11528.48,768.5653333333333,412.8666666666667,8.466666666666667,245,2011-03-14,2011-11-14,Prioritize win-back outreach with tailored offers and account review.
15156,Likely B2C,1,Recent low frequency,5,1,1,511,1,3,2,961.49,320.49666666666667,199.0,18.333333333333332,32,2011-11-06,2011-12-08,"Push second-purchase campaigns, welcome journeys, and bundle incentives."
15164,Likely B2C,0,Hibernating low value,1,1,1,111,69,3,3,843.05,281.01666666666665,120.0,33.0,270,2011-01-04,2011-10-02,Use low-cost reactivation campaigns; suppress if engagement stays low.
15179,Likely B2C,2,Occasional buyers,3,2,2,322,18,5,4,2206.95,441.39,387.6,18.6,300,2011-01-24,2011-11-21,Test broad lifecycle campaigns and monitor for movement into stronger segments.
15187,Likely B2C,2,Champions,5,4,4,544,2,16,8,4777.18,298.57375,117.9375,5.6875,210,2011-05-11,2011-12-08,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
15189,Likely B2B,3,Champions,5,5,5,555,1,41,12,16225.39,395.74121951219513,149.97560975609755,5.170731707317073,331,2011-01-11,2011-12-08,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
15213,Likely B2C,0,Hibernating low value,1,1,1,111,319,2,1,328.34999999999997,164.17499999999998,136.0,12.0,11,2011-01-14,2011-01-25,Use low-cost reactivation campaigns; suppress if engagement stays low.
15218,Likely B2B,4,Loyal customers,3,4,4,344,11,11,9,5756.889999999999,523.3536363636363,302.6363636363636,15.0,308,2011-01-25,2011-11-29,Encourage basket expansion with complementary products and reorder prompts.
15240,Likely B2C,1,Hibernating low value,2,2,2,222,45,5,5,1706.57,341.31399999999996,273.8,15.6,267,2011-02-01,2011-10-26,Use low-cost reactivation campaigns; suppress if engagement stays low.
15249,Likely B2B,4,At risk high value,2,4,4,244,32,13,8,6688.46,514.496923076923,275.15384615384613,26.923076923076923,224,2011-03-28,2011-11-08,Prioritize win-back outreach with tailored offers and account review.
15251,Likely B2B,4,Champions,4,4,5,445,9,11,8,10484.99,953.180909090909,561.0,10.090909090909092,232,2011-04-12,2011-11-30,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
15290,Likely B2B,4,Champions,4,4,4,444,5,18,12,7943.22,441.29,250.05555555555554,11.333333333333334,354,2010-12-15,2011-12-05,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
15296,Likely B2C,2,Occasional buyers,1,2,3,123,51,6,5,3672.8599999999997,612.1433333333333,294.3333333333333,32.333333333333336,275,2011-01-17,2011-10-20,Test broad lifecycle campaigns and monitor for movement into stronger segments.
15311,Likely B2B,4,Champions,5,5,5,555,1,91,13,60767.9,667.7791208791209,419.7142857142857,25.9010989010989,373,2010-12-01,2011-12-09,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
15356,Likely B2C,2,Occasional buyers,2,3,3,233,31,10,9,2766.5,276.65,167.3,48.9,336,2010-12-06,2011-11-08,Test broad lifecycle campaigns and monitor for movement into stronger segments.
15379,Likely B2C,2,Occasional buyers,1,3,3,133,169,7,5,3703.29,529.0414285714286,329.2857142857143,27.714285714285715,189,2010-12-16,2011-06-23,Test broad lifecycle campaigns and monitor for movement into stronger segments.
15400,Likely B2C,0,Hibernating low value,1,2,1,121,92,5,4,716.2,143.24,78.0,2.4,186,2011-03-06,2011-09-08,Use low-cost reactivation campaigns; suppress if engagement stays low.
15468,Likely B2C,0,Hibernating low value,1,1,1,111,51,2,1,467.51,233.755,77.5,12.0,0,2011-10-19,2011-10-19,Use low-cost reactivation campaigns; suppress if engagement stays low.
15502,Likely B2B,3,Loyal customers,3,4,5,345,15,12,6,10384.93,865.4108333333334,353.0,17.583333333333332,353,2010-12-05,2011-11-24,Encourage basket expansion with complementary products and reorder prompts.
15533,Likely B2C,0,Occasional buyers,3,1,1,311,19,3,2,807.57,269.19,96.33333333333333,27.666666666666668,69,2011-09-11,2011-11-20,Test broad lifecycle campaigns and monitor for movement into stronger segments.
15555,Likely B2B,3,Loyal customers,3,4,4,344,12,16,9,4805.17,300.323125,277.4375,54.875,357,2010-12-05,2011-11-27,Encourage basket expansion with complementary products and reorder prompts.
