invoice_line_id,invoice_no,invoice_date,customer_id,is_cancelled,invoice_total,stock_code,quantity,line_unit_price,line_total,flag_zero_price,flag_zero_total,flag_negative_quantity,flag_negative_line_total,flag_negative_invoice_total,flag_cancel_sign_mismatch,flag_duplicate_like_line,flag_outlier_invoice_total,flag_outlier_quantity,flag_outlier_line_unit_price,flag_outlier_line_total
16,536370,2010-12-01 08:45:00,12583,False,855.86,21913,12,3.75,45.0,False,False,False,False,False,False,False,False,False,False,False
17,536370,2010-12-01 08:45:00,12583,False,855.86,22540,24,0.42,10.08,False,False,False,False,False,False,False,False,False,False,False
18,536370,2010-12-01 08:45:00,12583,False,855.86,22544,24,0.42,10.08,False,False,False,False,False,False,False,False,False,False,False
19,536370,2010-12-01 08:45:00,12583,False,855.86,22492,36,0.65,23.4,False,False,False,False,False,False,False,False,True,False,False
20,536370,2010-12-01 08:45:00,12583,False,855.86,POST,3,18.0,54.0,False,False,False,False,False,False,False,False,False,True,True
21,536381,2010-12-01 09:41:00,15311,False,449.98,22139,23,4.25,97.75,False,False,False,False,False,False,False,False,False,False,True
22,536381,2010-12-01 09:41:00,15311,False,449.98,84854,5,4.95,24.75,False,False,False,False,False,False,False,False,False,False,False
23,536381,2010-12-01 09:41:00,15311,False,449.98,22411,10,1.95,19.5,False,False,False,False,False,False,False,False,False,False,False
24,536381,2010-12-01 09:41:00,15311,False,449.98,82567,2,2.1,4.2,False,False,False,False,False,False,False,False,False,False,False
25,536381,2010-12-01 09:41:00,15311,False,449.98,21672,6,1.25,7.5,False,False,False,False,False,False,False,False,False,False,False
26,536381,2010-12-01 09:41:00,15311,False,449.98,22774,24,1.25,30.0,False,False,False,False,False,False,False,False,False,False,False
27,536381,2010-12-01 09:41:00,15311,False,449.98,22771,24,1.25,30.0,False,False,False,False,False,False,False,False,False,False,False
28,536381,2010-12-01 09:41:00,15311,False,449.98,71270,1,1.25,1.25,False,False,False,False,False,False,False,False,False,False,False
29,536381,2010-12-01 09:41:00,15311,False,449.98,22262,1,0.85,0.85,False,False,False,False,False,False,False,False,False,False,False
30,536381,2010-12-01 09:41:00,15311,False,449.98,22637,1,2.55,2.55,False,False,False,False,False,False,False,False,False,False,False
31,536381,2010-12-01 09:41:00,15311,False,449.98,21934,10,1.65,16.5,False,False,False,False,False,False,False,False,False,False,False
32,536381,2010-12-01 09:41:00,15311,False,449.98,21169,3,1.69,5.07,False,False,False,False,False,False,False,False,False,False,False
33,536381,2010-12-01 09:41:00,15311,False,449.98,21166,1,1.95,1.95,False,False,False,False,False,False,False,False,False,False,False
34,536381,2010-12-01 09:41:00,15311,False,449.98,21175,2,2.1,4.2,False,False,False,False,False,False,False,False,False,False,False
35,536381,2010-12-01 09:41:00,15311,False,449.98,37444A,1,2.95,2.95,False,False,False,False,False,False,False,False,False,False,False
36,536381,2010-12-01 09:41:00,15311,False,449.98,37444C,1,2.95,2.95,False,False,False,False,False,False,False,False,False,False,False
37,536381,2010-12-01 09:41:00,15311,False,449.98,22086,4,2.95,11.8,False,False,False,False,False,False,False,False,False,False,False
38,536381,2010-12-01 09:41:00,15311,False,449.98,22083,1,2.95,2.95,False,False,False,False,False,False,False,False,False,False,False
39,536381,2010-12-01 09:41:00,15311,False,449.98,84971S,6,0.85,5.1,False,False,False,False,False,False,False,False,False,False,False
40,536381,2010-12-01 09:41:00,15311,False,449.98,71270,3,1.25,3.75,False,False,False,False,False,False,False,False,False,False,False
41,536381,2010-12-01 09:41:00,15311,False,449.98,47580,2,2.55,5.1,False,False,False,False,False,False,False,False,False,False,False
42,536381,2010-12-01 09:41:00,15311,False,449.98,22261,1,0.85,0.85,False,False,False,False,False,False,False,False,False,False,False
43,536381,2010-12-01 09:41:00,15311,False,449.98,84832,1,0.85,0.85,False,False,False,False,False,False,False,False,False,False,False
44,536381,2010-12-01 09:41:00,15311,False,449.98,22644,1,1.45,1.45,False,False,False,False,False,False,False,False,False,False,False
45,536381,2010-12-01 09:41:00,15311,False,449.98,21533,1,4.95,4.95,False,False,False,False,False,False,False,False,False,False,False
46,536381,2010-12-01 09:41:00,15311,False,449.98,21557,2,2.95,5.9,False,False,False,False,False,False,False,False,False,False,False
47,536381,2010-12-01 09:41:00,15311,False,449.98,15056BL,2,5.95,11.9,False,False,False,False,False,False,False,False,False,False,False
48,536381,2010-12-01 09:41:00,15311,False,449.98,15056N,2,5.95,11.9,False,False,False,False,False,False,False,False,False,False,False
49,536381,2010-12-01 09:41:00,15311,False,449.98,22646,4,1.45,5.8,False,False,False,False,False,False,False,False,False,False,False
50,536381,2010-12-01 09:41:00,15311,False,449.98,22176,1,2.95,2.95,False,False,False,False,False,False,False,False,False,False,False
51,536381,2010-12-01 09:41:00,15311,False,449.98,22438,1,1.95,1.95,False,False,False,False,False,False,False,False,False,False,False
52,536381,2010-12-01 09:41:00,15311,False,449.98,21731,2,1.65,3.3,False,False,False,False,False,False,False,False,False,False,False
53,536381,2010-12-01 09:41:00,15311,False,449.98,22778,3,3.95,11.85,False,False,False,False,False,False,False,False,False,False,False
54,536381,2010-12-01 09:41:00,15311,False,449.98,22719,36,1.06,38.16,False,False,False,False,False,False,False,False,True,False,False
55,536381,2010-12-01 09:41:00,15311,False,449.98,21523,10,6.75,67.5,False,False,False,False,False,False,False,False,False,False,True
56,536383,2010-12-01 09:49:00,15311,True,-4.65,35004C,-1,4.65,-4.65,False,False,True,True,True,False,False,False,False,False,False
57,536386,2010-12-01 09:57:00,16029,False,508.2000000000001,84880,36,4.95,178.20000000000002,False,False,False,False,False,False,False,False,True,False,True
58,536386,2010-12-01 09:57:00,16029,False,508.2000000000001,85099C,100,1.65,165.0,False,False,False,False,False,False,False,False,True,False,True
59,536386,2010-12-01 09:57:00,16029,False,508.2000000000001,85099B,100,1.65,165.0,False,False,False,False,False,False,False,False,True,False,True
60,536387,2010-12-01 09:58:00,16029,False,3193.92,79321,192,3.82,733.4399999999999,False,False,False,False,False,False,False,True,True,False,True
61,536387,2010-12-01 09:58:00,16029,False,3193.92,22780,192,3.37,647.04,False,False,False,False,False,False,False,True,True,False,True
62,536387,2010-12-01 09:58:00,16029,False,3193.92,22779,192,3.37,647.04,False,False,False,False,False,False,False,True,True,False,True
63,536387,2010-12-01 09:58:00,16029,False,3193.92,22466,432,1.45,626.4,False,False,False,False,False,False,False,True,True,False,True
64,536387,2010-12-01 09:58:00,16029,False,3193.92,21731,432,1.25,540.0,False,False,False,False,False,False,False,True,True,False,True
65,536394,2010-12-01 10:39:00,13408,False,1024.68,21506,24,0.42,10.08,False,False,False,False,False,False,False,False,False,False,False
66,536394,2010-12-01 10:39:00,13408,False,1024.68,22633,96,1.85,177.60000000000002,False,False,False,False,False,False,False,False,True,False,True
67,536394,2010-12-01 10:39:00,13408,False,1024.68,22866,96,1.85,177.60000000000002,False,False,False,False,False,False,False,False,True,False,True
68,536394,2010-12-01 10:39:00,13408,False,1024.68,22865,96,1.85,177.60000000000002,False,False,False,False,False,False,False,False,True,False,True
69,536394,2010-12-01 10:39:00,13408,False,1024.68,22632,96,1.85,177.60000000000002,False,False,False,False,False,False,False,False,True,False,True
70,536394,2010-12-01 10:39:00,13408,False,1024.68,21485,12,4.95,59.400000000000006,False,False,False,False,False,False,False,False,False,False,True
71,536394,2010-12-01 10:39:00,13408,False,1024.68,22349,12,3.75,45.0,False,False,False,False,False,False,False,False,False,False,False
72,536394,2010-12-01 10:39:00,13408,False,1024.68,22558,48,1.25,60.0,False,False,False,False,False,False,False,False,True,False,True
73,536394,2010-12-01 10:39:00,13408,False,1024.68,85152,12,2.1,25.200000000000003,False,False,False,False,False,False,False,False,False,False,False
74,536394,2010-12-01 10:39:00,13408,False,1024.68,85123A,32,2.55,81.6,False,False,False,False,False,False,False,False,True,False,True
75,536394,2010-12-01 10:39:00,13408,False,1024.68,22652,20,1.65,33.0,False,False,False,False,False,False,False,False,False,False,False
76,536437,2010-12-01 12:12:00,13694,False,842.12,21154,200,1.06,212.0,False,False,False,False,False,False,False,False,True,False,True
77,536437,2010-12-01 12:12:00,13694,False,842.12,22189,72,3.39,244.08,False,False,False,False,False,False,False,False,True,False,True
78,536437,2010-12-01 12:12:00,13694,False,842.12,17021,600,0.24,144.0,False,False,False,False,False,False,False,False,True,False,True
79,536437,2010-12-01 12:12:00,13694,False,842.12,22059,48,1.25,60.0,False,False,False,False,False,False,False,False,True,False,True
80,536437,2010-12-01 12:12:00,13694,False,842.12,22188,36,3.39,122.04,False,False,False,False,False,False,False,False,True,False,True
81,536437,2010-12-01 12:12:00,13694,False,842.12,84678,48,1.25,60.0,False,False,False,False,False,False,False,False,True,False,True
82,536521,2010-12-01 12:48:00,12748,False,4.95,22854,1,4.95,4.95,False,False,False,False,False,False,False,False,False,False,False
83,536543,2010-12-01 14:30:00,17841,True,-3.8,22632,-1,2.1,-2.1,False,False,True,True,True,False,False,False,False,False,False
84,536543,2010-12-01 14:30:00,17841,True,-3.8,22355,-2,0.85,-1.7,False,False,True,True,True,False,False,False,False,False,False
85,536557,2010-12-01 14:41:00,17841,False,537.38,21495,25,0.42,10.5,False,False,False,False,False,False,False,False,False,False,False
86,536557,2010-12-01 14:41:00,17841,False,537.38,46000R,2,1.45,2.9,False,False,False,False,False,False,False,False,False,False,False
87,536557,2010-12-01 14:41:00,17841,False,537.38,46000S,1,1.45,1.45,False,False,False,False,False,False,False,False,False,False,False
88,536557,2010-12-01 14:41:00,17841,False,537.38,22731,1,1.25,1.25,False,False,False,False,False,False,False,False,False,False,False
89,536557,2010-12-01 14:41:00,17841,False,537.38,21258,1,12.75,12.75,False,False,False,False,False,False,False,False,False,True,False
90,536557,2010-12-01 14:41:00,17841,False,537.38,21041,1,2.95,2.95,False,False,False,False,False,False,False,False,False,False,False
91,536557,2010-12-01 14:41:00,17841,False,537.38,84920,1,3.75,3.75,False,False,False,False,False,False,False,False,False,False,False
92,536557,2010-12-01 14:41:00,17841,False,537.38,22173,1,2.95,2.95,False,False,False,False,False,False,False,False,False,False,False
93,536557,2010-12-01 14:41:00,17841,False,537.38,22953,1,1.25,1.25,False,False,False,False,False,False,False,False,False,False,False
94,536557,2010-12-01 14:41:00,17841,False,537.38,84508A,1,2.55,2.55,False,False,False,False,False,False,False,False,False,False,False
95,536557,2010-12-01 14:41:00,17841,False,537.38,22471,1,4.95,4.95,False,False,False,False,False,False,False,False,False,False,False
96,536557,2010-12-01 14:41:00,17841,False,537.38,21935,4,1.65,6.6,False,False,False,False,False,False,False,False,False,False,False
97,536557,2010-12-01 14:41:00,17841,False,537.38,21670,6,1.25,7.5,False,False,False,False,False,False,False,False,False,False,False
98,536557,2010-12-01 14:41:00,17841,False,537.38,20668,24,0.12,2.88,False,False,False,False,False,False,False,False,False,False,False
99,536557,2010-12-01 14:41:00,17841,False,537.38,21672,1,1.25,1.25,False,False,False,False,False,False,False,False,False,False,False
100,536557,2010-12-01 14:41:00,17841,False,537.38,22553,1,1.65,1.65,False,False,False,False,False,False,False,False,False,False,False
101,536557,2010-12-01 14:41:00,17841,False,537.38,22041,4,2.55,10.2,False,False,False,False,False,False,False,False,False,False,False
102,536557,2010-12-01 14:41:00,17841,False,537.38,20972,2,1.25,2.5,False,False,False,False,False,False,False,False,False,False,False
103,536557,2010-12-01 14:41:00,17841,False,537.38,22568,1,3.75,3.75,False,False,False,False,False,False,False,False,False,False,False
104,536557,2010-12-01 14:41:00,17841,False,537.38,22570,1,3.75,3.75,False,False,False,False,False,False,False,False,False,False,False
105,536557,2010-12-01 14:41:00,17841,False,537.38,22730,1,3.75,3.75,False,False,False,False,False,False,False,False,False,False,False
106,536557,2010-12-01 14:41:00,17841,False,537.38,20749,1,7.95,7.95,False,False,False,False,False,False,False,False,False,True,False
107,536557,2010-12-01 14:41:00,17841,False,537.38,22785,1,6.75,6.75,False,False,False,False,False,False,False,False,False,False,False
108,536557,2010-12-01 14:41:00,17841,False,537.38,22786,2,5.95,11.9,False,False,False,False,False,False,False,False,False,False,False
109,536557,2010-12-01 14:41:00,17841,False,537.38,85064,2,5.45,10.9,False,False,False,False,False,False,False,False,False,False,False
110,536557,2010-12-01 14:41:00,17841,False,537.38,22212,1,2.1,2.1,False,False,False,False,False,False,False,False,False,False,False
111,536557,2010-12-01 14:41:00,17841,False,537.38,21486,2,3.75,7.5,False,False,False,False,False,False,False,False,False,False,False
112,536557,2010-12-01 14:41:00,17841,False,537.38,22114,2,3.95,7.9,False,False,False,False,False,False,False,False,False,False,False
113,536557,2010-12-01 14:41:00,17841,False,537.38,21485,1,4.95,4.95,False,False,False,False,False,False,False,False,False,False,False
114,536557,2010-12-01 14:41:00,17841,False,537.38,84029E,1,3.75,3.75,False,False,False,False,False,False,False,False,False,False,False
115,536557,2010-12-01 14:41:00,17841,False,537.38,22678,3,1.25,3.75,False,False,False,False,False,False,False,False,False,False,False
116,536557,2010-12-01 14:41:00,17841,False,537.38,22686,1,1.25,1.25,False,False,False,False,False,False,False,False,False,False,False
117,536557,2010-12-01 14:41:00,17841,False,537.38,22468,1,6.75,6.75,False,False,False,False,False,False,False,False,False,False,False
118,536557,2010-12-01 14:41:00,17841,False,537.38,85232B,1,4.95,4.95,False,False,False,False,False,False,True,False,False,False,False
119,536557,2010-12-01 14:41:00,17841,False,537.38,21479,5,3.75,18.75,False,False,False,False,False,False,False,False,False,False,False
120,536557,2010-12-01 14:41:00,17841,False,537.38,84029G,2,3.75,7.5,False,False,False,False,False,False,False,False,False,False,False
121,536557,2010-12-01 14:41:00,17841,False,537.38,22837,5,4.65,23.25,False,False,False,False,False,False,False,False,False,False,False
122,536557,2010-12-01 14:41:00,17841,False,537.38,22112,2,4.95,9.9,False,False,False,False,False,False,False,False,False,False,False
123,536557,2010-12-01 14:41:00,17841,False,537.38,22835,1,4.65,4.65,False,False,False,False,False,False,False,False,False,False,False
124,536557,2010-12-01 14:41:00,17841,False,537.38,21485,2,4.95,9.9,False,False,False,False,False,False,False,False,False,False,False
125,536557,2010-12-01 14:41:00,17841,False,537.38,22111,7,4.95,34.65,False,False,False,False,False,False,False,False,False,False,False
126,536557,2010-12-01 14:41:00,17841,False,537.38,22667,1,2.95,2.95,False,False,False,False,False,False,False,False,False,False,False
127,536557,2010-12-01 14:41:00,17841,False,537.38,22666,1,2.95,2.95,False,False,False,False,False,False,False,False,False,False,False
128,536557,2010-12-01 14:41:00,17841,False,537.38,21259,4,5.95,23.8,False,False,False,False,False,False,False,False,False,False,False
129,536557,2010-12-01 14:41:00,17841,False,537.38,22941,1,8.5,8.5,False,False,False,False,False,False,False,False,False,True,False
130,536557,2010-12-01 14:41:00,17841,False,537.38,82484,1,6.45,6.45,False,False,False,False,False,False,False,False,False,False,False
131,536557,2010-12-01 14:41:00,17841,False,537.38,84685,1,3.75,3.75,False,False,False,False,False,False,False,False,False,False,False
132,536557,2010-12-01 14:41:00,17841,False,537.38,21363,1,4.95,4.95,False,False,False,False,False,False,False,False,False,False,False
133,536557,2010-12-01 14:41:00,17841,False,537.38,85232B,1,4.95,4.95,False,False,False,False,False,False,True,False,False,False,False
134,536557,2010-12-01 14:41:00,17841,False,537.38,22755,11,0.85,9.35,False,False,False,False,False,False,False,False,False,False,False
135,536557,2010-12-01 14:41:00,17841,False,537.38,20616,2,2.1,4.2,False,False,False,False,False,False,False,False,False,False,False
136,536557,2010-12-01 14:41:00,17841,False,537.38,22451,3,3.35,10.05,False,False,False,False,False,False,False,False,False,False,False
137,536557,2010-12-01 14:41:00,17841,False,537.38,22114,1,3.95,3.95,False,False,False,False,False,False,False,False,False,False,False
138,536557,2010-12-01 14:41:00,17841,False,537.38,22753,9,0.85,7.649999999999999,False,False,False,False,False,False,False,False,False,False,False
139,536557,2010-12-01 14:41:00,17841,False,537.38,79066K,1,0.85,0.85,False,False,False,False,False,False,False,False,False,False,False
140,536557,2010-12-01 14:41:00,17841,False,537.38,22794,1,7.95,7.95,False,False,False,False,False,False,False,False,False,True,False
141,536557,2010-12-01 14:41:00,17841,False,537.38,22592,1,3.75,3.75,False,False,False,False,False,False,False,False,False,False,False
142,536557,2010-12-01 14:41:00,17841,False,537.38,84352,1,16.95,16.95,False,False,False,False,False,False,False,False,False,True,False
143,536557,2010-12-01 14:41:00,17841,False,537.38,79321,24,4.25,102.0,False,False,False,False,False,False,False,False,False,False,True
144,536557,2010-12-01 14:41:00,17841,False,537.38,22694,2,2.1,4.2,False,False,False,False,False,False,False,False,False,False,False
145,536557,2010-12-01 14:41:00,17841,False,537.38,21098,2,1.25,2.5,False,False,False,False,False,False,False,False,False,False,False
146,536557,2010-12-01 14:41:00,17841,False,537.38,22470,2,2.95,5.9,False,False,False,False,False,False,False,False,False,False,False
147,536557,2010-12-01 14:41:00,17841,False,537.38,22795,2,6.75,13.5,False,False,False,False,False,False,False,False,False,False,False
148,536557,2010-12-01 14:41:00,17841,False,537.38,20963,1,1.25,1.25,False,False,False,False,False,False,False,False,False,False,False
149,536557,2010-12-01 14:41:00,17841,False,537.38,22278,1,4.95,4.95,False,False,False,False,False,False,False,False,False,False,False
150,536561,2010-12-01 15:06:00,12921,False,322.40000000000003,22318,6,2.95,17.700000000000003,False,False,False,False,False,False,False,False,False,False,False
151,536561,2010-12-01 15:06:00,12921,False,322.40000000000003,22551,12,1.65,19.8,False,False,False,False,False,False,False,False,False,False,False
152,536561,2010-12-01 15:06:00,12921,False,322.40000000000003,22748,6,2.1,12.6,False,False,False,False,False,False,False,False,False,False,False
153,536561,2010-12-01 15:06:00,12921,False,322.40000000000003,22745,6,2.1,12.6,False,False,False,False,False,False,False,False,False,False,False
154,536561,2010-12-01 15:06:00,12921,False,322.40000000000003,21731,12,1.65,19.8,False,False,False,False,False,False,False,False,False,False,False
155,536561,2010-12-01 15:06:00,12921,False,322.40000000000003,22466,12,1.95,23.4,False,False,False,False,False,False,False,False,False,False,False
156,536561,2010-12-01 15:06:00,12921,False,322.40000000000003,20972,12,1.25,15.0,False,False,False,False,False,False,False,False,False,False,False
157,536561,2010-12-01 15:06:00,12921,False,322.40000000000003,22274,6,2.95,17.700000000000003,False,False,False,False,False,False,False,False,False,False,False
158,536561,2010-12-01 15:06:00,12921,False,322.40000000000003,22750,4,3.75,15.0,False,False,False,False,False,False,False,False,False,False,False
159,536561,2010-12-01 15:06:00,12921,False,322.40000000000003,22780,8,4.25,34.0,False,False,False,False,False,False,False,False,False,False,False
160,536561,2010-12-01 15:06:00,12921,False,322.40000000000003,22779,8,4.25,34.0,False,False,False,False,False,False,False,False,False,False,False
161,536561,2010-12-01 15:06:00,12921,False,322.40000000000003,22866,12,2.1,25.200000000000003,False,False,False,False,False,False,False,False,False,False,False
162,536561,2010-12-01 15:06:00,12921,False,322.40000000000003,22867,12,2.1,25.200000000000003,False,False,False,False,False,False,False,False,False,False,False
163,536561,2010-12-01 15:06:00,12921,False,322.40000000000003,22865,12,2.1,25.200000000000003,False,False,False,False,False,False,False,False,False,False,False
164,536561,2010-12-01 15:06:00,12921,False,322.40000000000003,22632,12,2.1,25.200000000000003,False,False,False,False,False,False,False,False,False,False,False
165,536575,2010-12-01 16:01:00,13777,False,1552.98,21864,72,1.69,121.68,False,False,False,False,False,False,False,False,True,False,True
166,536575,2010-12-01 16:01:00,13777,False,1552.98,21107,72,2.55,183.6,False,False,False,False,False,False,False,False,True,False,True
167,536575,2010-12-01 16:01:00,13777,False,1552.98,21232,144,1.25,180.0,False,False,False,False,False,False,False,False,True,False,True
168,536575,2010-12-01 16:01:00,13777,False,1552.98,84050,72,1.25,90.0,False,False,False,False,False,False,False,False,True,False,True
169,536575,2010-12-01 16:01:00,13777,False,1552.98,85099B,70,1.65,115.5,False,False,False,False,False,False,False,False,True,False,True
170,536575,2010-12-01 16:01:00,13777,False,1552.98,85123A,128,2.55,326.4,False,False,False,False,False,False,False,False,True,False,True
171,536575,2010-12-01 16:01:00,13777,False,1552.98,15056P,48,4.6,220.8,False,False,False,False,False,False,False,False,True,False,True
172,536575,2010-12-01 16:01:00,13777,False,1552.98,22095,252,1.25,315.0,False,False,False,False,False,False,False,False,True,False,True
173,536576,2010-12-01 16:11:00,13777,False,2558.42,22041,144,2.1,302.40000000000003,False,False,False,False,False,False,False,True,True,False,True
174,536576,2010-12-01 16:11:00,13777,False,2558.42,85174,16,4.25,68.0,False,False,False,False,False,False,False,True,False,False,True
175,536576,2010-12-01 16:11:00,13777,False,2558.42,84050,96,1.25,120.0,False,False,False,False,False,False,False,True,True,False,True
176,536576,2010-12-01 16:11:00,13777,False,2558.42,84029E,96,2.95,283.20000000000005,False,False,False,False,False,False,False,True,True,False,True
177,536576,2010-12-01 16:11:00,13777,False,2558.42,82615,36,2.55,91.8,False,False,False,False,False,False,False,True,True,False,True
178,536576,2010-12-01 16:11:00,13777,False,2558.42,21156,12,1.65,19.8,False,False,False,False,False,False,False,True,False,False,False
179,536576,2010-12-01 16:11:00,13777,False,2558.42,20727,60,1.45,87.0,False,False,False,False,False,False,False,True,True,False,True
180,536576,2010-12-01 16:11:00,13777,False,2558.42,35004C,120,4.65,558.0,False,False,False,False,False,False,False,True,True,False,True
181,536576,2010-12-01 16:11:00,13777,False,2558.42,85099B,30,1.65,49.5,False,False,False,False,False,False,False,True,True,False,True
182,536576,2010-12-01 16:11:00,13777,False,2558.42,85123A,128,2.55,326.4,False,False,False,False,False,False,False,True,True,False,True
183,536576,2010-12-01 16:11:00,13777,False,2558.42,22095,72,1.25,90.0,False,False,False,False,False,False,False,True,True,False,True
184,536576,2010-12-01 16:11:00,13777,False,2558.42,85038,72,1.69,121.68,False,False,False,False,False,False,False,True,True,False,True
185,536576,2010-12-01 16:11:00,13777,False,2558.42,15056N,36,4.25,153.0,False,False,False,False,False,False,False,True,True,False,True
186,536576,2010-12-01 16:11:00,13777,False,2558.42,20971,144,1.06,152.64,False,False,False,False,False,False,False,True,True,False,True
187,536576,2010-12-01 16:11:00,13777,False,2558.42,21354,12,1.05,12.6,False,False,False,False,False,False,False,True,False,False,False
188,536576,2010-12-01 16:11:00,13777,False,2558.42,21107,48,2.55,122.4,False,False,False,False,False,False,False,True,True,False,True
189,536577,2010-12-01 16:13:00,13777,False,497.0,20725,60,1.45,87.0,False,False,False,False,False,False,False,False,True,False,True
190,536577,2010-12-01 16:13:00,13777,False,497.0,21232,144,1.25,180.0,False,False,False,False,False,False,False,False,True,False,True
191,536577,2010-12-01 16:13:00,13777,False,497.0,22646,144,1.25,180.0,False,False,False,False,False,False,False,False,True,False,True
192,536577,2010-12-01 16:13:00,13777,False,497.0,22147,40,1.25,50.0,False,False,False,False,False,False,False,False,True,False,True
193,536579,2010-12-01 16:16:00,13777,False,315.96000000000004,21232,216,1.06,228.96,False,False,False,False,False,False,False,False,True,False,True
194,536579,2010-12-01 16:16:00,13777,False,315.96000000000004,20727,60,1.45,87.0,False,False,False,False,False,False,False,False,True,False,True
195,536581,2010-12-01 16:19:00,13777,False,330.0,85099B,200,1.65,330.0,False,False,False,False,False,False,False,False,True,False,True
196,536583,2010-12-01 16:21:00,13777,False,198.0,21156,120,1.65,198.0,False,False,False,False,False,False,False,False,True,False,True
197,536584,2010-12-01 16:22:00,13777,False,1132.8000000000002,84029E,384,2.95,1132.8000000000002,False,False,False,False,False,False,False,False,True,False,True
198,536586,2010-12-01 16:25:00,18229,False,344.2,22846,8,14.95,119.6,False,False,False,False,False,False,False,False,False,True,True
199,536586,2010-12-01 16:25:00,18229,False,344.2,22848,8,14.95,119.6,False,False,False,False,False,False,False,False,False,True,True
200,536586,2010-12-01 16:25:00,18229,False,344.2,22726,8,3.75,30.0,False,False,False,False,False,False,False,False,False,False,False
201,536586,2010-12-01 16:25:00,18229,False,344.2,22728,8,3.75,30.0,False,False,False,False,False,False,False,False,False,False,False
202,536586,2010-12-01 16:25:00,18229,False,344.2,22725,4,3.75,15.0,False,False,False,False,False,False,False,False,False,False,False
203,536586,2010-12-01 16:25:00,18229,False,344.2,22729,4,3.75,15.0,False,False,False,False,False,False,False,False,False,False,False
204,536586,2010-12-01 16:25:00,18229,False,344.2,22730,4,3.75,15.0,False,False,False,False,False,False,False,False,False,False,False
205,536588,2010-12-01 16:49:00,17069,False,277.05,22960,6,4.25,25.5,False,False,False,False,False,False,False,False,False,False,False
206,536588,2010-12-01 16:49:00,17069,False,277.05,22961,12,1.45,17.4,False,False,False,False,False,False,False,False,False,False,False
207,536588,2010-12-01 16:49:00,17069,False,277.05,22962,12,0.85,10.2,False,False,False,False,False,False,False,False,False,False,False
208,536588,2010-12-01 16:49:00,17069,False,277.05,22963,12,0.85,10.2,False,False,False,False,False,False,False,False,False,False,False
209,536588,2010-12-01 16:49:00,17069,False,277.05,21777,1,7.95,7.95,False,False,False,False,False,False,False,False,False,True,False
210,536588,2010-12-01 16:49:00,17069,False,277.05,22666,12,2.95,35.400000000000006,False,False,False,False,False,False,False,False,False,False,False
211,536588,2010-12-01 16:49:00,17069,False,277.05,22667,12,2.95,35.400000000000006,False,False,False,False,False,False,False,False,False,False,False
212,536588,2010-12-01 16:49:00,17069,False,277.05,84997A,6,3.75,22.5,False,False,False,False,False,False,False,False,False,False,False
213,536588,2010-12-01 16:49:00,17069,False,277.05,84997B,6,3.75,22.5,False,False,False,False,False,False,False,False,False,False,False
214,536588,2010-12-01 16:49:00,17069,False,277.05,84997C,12,3.75,45.0,False,False,False,False,False,False,False,False,False,False,False
215,536588,2010-12-01 16:49:00,17069,False,277.05,84997D,12,3.75,45.0,False,False,False,False,False,False,False,False,False,False,False
